"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-86.5","12.4","8.9","6.9","12.5","9","10","13.1","25.3","-0.1","2.3","4.4","26.1","12.6","0","38.7","61.3","04","linear","tm","1","corner","ne","dorm1","curitiba"
"58","-93.5","12.5","9.5","9.9","11","9.1","13.1","31.8","9.1","-0.1","2.6","4.7","25.8","13","0","37.5","62.5","04","linear","tm","1","corner","ne","dorm2","curitiba"
"41.7","-115.7","15.5","7.9","10.3","8.4","8.9","9.4","32.3","4.7","0","3.3","8","25.8","12.4","0","25.9","74.1","04","linear","tm","1","corner","ne","liv","curitiba"
"54.3","-110.4","12.7","8.7","7","10.1","9","11","13.3","23.7","-0.1","2.4","5.7","25.9","12.2","0","38.2","61.8","04","linear","tm","1","corner","nw","dorm1","curitiba"
"57.9","-119.9","12.6","9.9","10.5","14","9.2","11.3","33.3","11.7","0","2.7","6.2","25.8","12.4","0","36.9","63.1","04","linear","tm","1","corner","nw","dorm2","curitiba"
"41.5","-96.6","13","7.2","9.2","8.4","7.8","7","28.7","3.7","-0.4","2.8","5.8","25.7","11.4","0","25.4","74.6","04","linear","tm","1","corner","nw","liv","curitiba"
"54.4","-71.6","8.9","6.2","4.1","11.8","8.9","6.9","9.3","22.5","-1","1.8","3.8","26.2","11.8","0","43.3","56.7","04","linear","tm","1","corner","se","dorm1","curitiba"
"58.1","-75.6","9.2","5.6","3.8","7.2","7.2","9","22.1","5.1","-1.1","1.9","4.1","25.5","12","0","43.7","56.3","04","linear","tm","1","corner","se","dorm2","curitiba"
"42.2","-102","12.3","6.3","6.5","7.5","8.5","7.7","25.8","4.4","0","2.6","7.7","25.8","12.2","0","33.8","66.2","04","linear","tm","1","corner","se","liv","curitiba"
"54.4","-96.1","9.3","6","4.1","7","8.8","10.4","9.5","20.7","-1","1.9","5.2","26","12","0","42.5","57.5","04","linear","tm","1","corner","sw","dorm1","curitiba"
"58.1","-102.3","9.3","6","3.9","9.9","7.8","7.4","23.5","5.5","-1","2","5.6","25.4","12.2","0","42.4","57.6","04","linear","tm","1","corner","sw","dorm2","curitiba"
"41.9","-81.6","9.9","5.7","5.4","6.7","7.4","6","22.1","3.4","-0.4","2.1","5.4","25.7","11.7","0","32.9","67.1","04","linear","tm","1","corner","sw","liv","curitiba"
"44.4","-94","8.9","6.7","3.6","7.2","10.3","8","22.1","7.1","-0.4","1.7","4.6","25.4","13","0","37.6","62.4","04","linear","tm","1","middle","ne","dorm1","curitiba"
