"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"53.8","-118.8","20.2","9.5","6.7","8.9","6.2","13.9","17.8","18","-1.1","0","5.6","30.8","10.1","0.1","40.8","59.1","03","linear","tv","5","corner","ne","dorm1","curitiba"
"57.1","-145.2","23.1","10.4","13.7","18.1","6.8","16.7","46.8","6.8","-1.2","0","6.3","29.6","11.3","0.2","34.4","65.4","03","linear","tv","5","corner","ne","dorm2","curitiba"
"41.3","-132.8","24","13.9","14.3","12","12.3","14.4","47.3","5.7","0.2","0","11.8","30","10.1","7.4","26.8","65.8","03","linear","tv","5","corner","ne","liv","curitiba"
"53.8","-118.1","19.9","9.6","6.7","13.8","6.3","8.3","17.6","17.5","-1","0","5.5","30.6","10.1","0.1","40.8","59.1","03","linear","tv","5","corner","nw","dorm1","curitiba"
"57.1","-145.5","23.1","10.4","13.7","17","6.8","18.2","46.9","8.7","-1.3","0","6.3","29.6","11.3","0.2","34.4","65.4","03","linear","tv","5","corner","nw","dorm2","curitiba"
"40.8","-122.5","22.1","12.1","13","13.1","11","10.4","43.1","4.5","-0.3","0","8.9","29.9","9.3","8.9","25.2","65.9","03","linear","tv","5","corner","nw","liv","curitiba"
"53.9","-108.4","15.3","9.1","2.8","8.4","8.8","11.5","14.5","17","-1.9","0","5.3","30.9","9.8","0.1","43.4","56.5","03","linear","tv","5","corner","se","dorm1","curitiba"
"57.3","-122.4","16","9.9","3.3","13.7","10.5","13","35.4","5.1","-1.7","0","5.7","29.7","10.6","0.1","39.7","60.2","03","linear","tv","5","corner","se","dorm2","curitiba"
"41.5","-125.5","22.2","13.7","10.8","11","13","13.1","42.9","4.9","-0.1","0","11.4","30","10.1","6.9","30.3","62.8","03","linear","tv","5","corner","se","liv","curitiba"
"53.9","-107.7","15","9.2","2.9","11.3","8.9","7.8","14.3","16.5","-1.8","0","5.2","30.7","9.7","0.1","43.3","56.6","03","linear","tv","5","corner","sw","dorm1","curitiba"
