"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD"
0.3,1,0,0.6,1,0.5,50,13.836304159974,0.679160544632927,11.1762486143401,0.0500375804412591,0.0376465149896632,0.244728789813962
0.3,1,0,0.6,1,0.555555555555556,50,13.9138133203022,0.676059826850674,11.1681349531473,0.196605411633334,0.049597057111237,0.0681748712935704
0.3,1,0,0.6,1,0.611111111111111,50,13.4859171647685,0.694168639439778,10.9288737290323,0.267443255954889,0.0483738166526189,0.276730207657832
0.3,1,0,0.6,1,0.666666666666667,50,13.1520874089472,0.708372678074902,10.6173461319177,0.533595226235599,0.0591481547613206,0.779603768009242
0.3,1,0,0.6,1,0.722222222222222,50,12.7487203701356,0.724921950693593,10.2268148671566,0.512709688803987,0.0557421395884102,0.546263557341563
0.3,1,0,0.6,1,0.777777777777778,50,12.8939673231604,0.719799743775343,10.316088531573,0.586175351493529,0.0606714429825173,0.667690407259469
0.3,1,0,0.6,1,0.833333333333333,50,13.0165557644533,0.715287654480054,10.42545763153,0.0434894206651628,0.0380900368893076,0.112680057449944
0.3,1,0,0.6,1,0.888888888888889,50,12.8947752465054,0.720064051385227,10.2187351677492,0.0292171414600083,0.0365284364788605,0.192389457278241
0.3,1,0,0.6,1,0.944444444444444,50,12.9919613327648,0.716834933532451,10.3506048343864,0.42224346544302,0.0557405263761209,0.648168890070187
0.3,1,0,0.6,1,1,50,12.8324099674032,0.726490521878678,10.2677010932344,0.302360417285861,0.0525396113316014,0.523304801355888
0.3,1,0,0.8,1,0.5,50,13.0194473643498,0.713289159737132,10.2834647161687,0.417101603190139,0.0514067167101019,0.515527384355272
0.3,1,0,0.8,1,0.555555555555556,50,13.3636199606455,0.698410720155193,10.6879382638816,0.71907238534752,0.0634205825638524,0.731661681956277
0.3,1,0,0.8,1,0.611111111111111,50,13.1715779026087,0.708057373451018,10.4676194108216,0.295892482705714,0.0482641600806328,0.340276267523189
