"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-73.1","21","8.9","7.7","12.2","8.3","11.4","15","24.6","-0.2","2.5","4.2","28.1","11","0","42.9","57.1","04","linear","tv","3","corner","ne","dorm1","curitiba"
"57.8","-81.7","22.5","10.1","11.7","13","8.6","15.1","37.5","8.6","-0.1","2.9","4.5","27.3","11.6","0","39.2","60.8","04","linear","tv","3","corner","ne","dorm2","curitiba"
"41.7","-129.9","21.3","8.2","11.8","9.3","9.8","10.8","37.1","4.6","0.1","3.8","11.5","27.5","10.9","2.3","27.6","70.2","04","linear","tv","3","corner","ne","liv","curitiba"
"54.2","-106.1","20.2","8.5","7.4","11.1","7.9","10.3","14.8","21.9","-0.3","2.6","6","28.1","10.5","0","41.5","58.5","04","linear","tv","3","corner","nw","dorm1","curitiba"
"57.7","-118.8","22.5","10.3","12.2","15.8","8.4","13.1","38.6","10.8","-0.2","3.1","6.4","27.2","11.1","0","37.3","62.7","04","linear","tv","3","corner","nw","dorm2","curitiba"
"41.3","-108.9","19.3","7.3","10.7","9.8","8.5","7.7","33.1","3.5","-0.4","3.3","7.6","27.4","10","1.8","25.1","73.1","04","linear","tv","3","corner","nw","liv","curitiba"
"54.3","-55.6","15.5","6","4.2","11.3","9","8.2","11","21.6","-1","1.9","3.3","28.2","10.4","0","47.2","52.8","04","linear","tv","3","corner","se","dorm1","curitiba"
"57.9","-60.6","14.9","5.9","4","8.8","8.6","10.5","26.4","5.5","-1","2.2","3.5","27.2","11","0","44.8","55.2","04","linear","tv","3","corner","se","dorm2","curitiba"
"42.1","-118.4","18.9","6.9","7.8","8.4","10.3","9.3","31.4","4.4","0.1","3.2","11.3","27.4","10.9","1.1","33","65.9","04","linear","tv","3","corner","se","liv","curitiba"
"54.3","-91.9","14.6","5.6","3.8","7.9","8.5","9.5","10.8","18.9","-1.1","2","5.4","28.2","10.5","0","45.8","54.2","04","linear","tv","3","corner","sw","dorm1","curitiba"
"57.9","-100.5","14.8","6.2","3.8","11.2","9.1","8.7","27.5","5.4","-1.1","2.3","5.8","27.3","11.4","0","42.4","57.6","04","linear","tv","3","corner","sw","dorm2","curitiba"
"41.7","-93.7","16.4","6","6.4","8.1","9","6.7","27","3.2","-0.4","2.6","7","27.4","10.5","1","30.1","68.9","04","linear","tv","3","corner","sw","liv","curitiba"
"44.1","-102.9","14.9","6","4.7","7.9","9.1","8.8","25.1","5.5","-0.9","1.9","4.8","27","11.8","0","35.8","64.2","04","linear","tv","3","middle","ne","dorm1","curitiba"
"56.5","-136.2","21.7","10","13.6","11.8","10.9","10.7","36","10.9","-0.9","3.1","6.3","27.7","11.9","0","34.2","65.8","04","linear","tv","3","middle","ne","dorm2","curitiba"
"44.7","-108.7","21","9","11","9.5","7.9","6.9","30.9","4.5","-0.7","3.2","5.1","27.4","11.9","3.6","18.3","78.2","04","linear","tv","3","middle","ne","liv","curitiba"
