"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","nvar","model"
0.3,8,0,0.8,1,1,400,3.16600866130205,0.982475679119412,2.07671129650964,0.147776631457388,0.00165267094352074,0.0679613201396972,13,"xgbt"
0.4,8,0,0.6,1,1,400,3.8360939039828,0.974284017317918,2.47835276759203,0.0890031292761967,0.00113449952609931,0.0925217041346658,13,"xgbt"
0.4,8,0,0.8,1,1,400,3.13333261064677,0.982829376901893,2.06449763368209,0.0731811361066457,0.000830192117665474,0.0384149097808602,13,"xgbt"
0.3,10,0,0.6,1,1,400,3.62855273733999,0.976941792413083,2.33268849658443,0.478781785200561,0.00593905611449009,0.283029349634758,13,"xgbt"
0.3,10,0,0.8,1,1,400,3.91568693397709,0.972945028709912,2.44771761816475,0.622524948411325,0.0085352104835678,0.302884911117301,13,"xgbt"
0.4,10,0,0.6,1,1,400,3.55517535225322,0.977810558505505,2.29781749097007,0.40039518921729,0.00488083861650735,0.254761399499963,13,"xgbt"
0.4,10,0,0.8,1,1,400,3.3365148576419,0.980541422752811,2.16554710222151,0.0319356187870474,0.000407576970707093,0.00285641059359522,13,"xgbt"
0.3,6,0,0.6,1,1,500,3.04159739650341,0.983838465545134,2.06893881522469,0.00614448665349773,5.90345739919852e-05,0.0170727943640869,13,"xgbt"
0.3,6,0,0.8,1,1,500,2.9576366321755,0.984704719818926,2.00809332999985,0.0712703638150075,0.000717001320076827,0.0546711140013145,13,"xgbt"
0.4,6,0,0.6,1,1,500,3.13394895329136,0.982823509184874,2.10735381673809,0.0682794487238669,0.000775685390558434,0.0229891072024785,13,"xgbt"
0.4,6,0,0.8,1,1,500,3.01748747462417,0.984080903199166,2.03504118719647,0.0367334468207876,0.000418619006346068,0.0110579647567921,13,"xgbt"
0.3,8,0,0.6,1,1,500,3.34292085359901,0.980396958633963,2.18756687370931,0.332556266813319,0.00384987699821787,0.190283450324885,13,"xgbt"
0.3,8,0,0.8,1,1,500,3.15227149987031,0.982628685906802,2.06206446555231,0.147758953547773,0.00164570263140318,0.0678974092547747,13,"xgbt"
0.4,8,0,0.6,1,1,500,3.8211844356463,0.974487465673571,2.46225328392922,0.0854653288007934,0.00108001405018624,0.0886845394525545,13,"xgbt"
0.4,8,0,0.8,1,1,500,3.1298591934691,0.982867259014299,2.05848443636646,0.0735696646788243,0.000833126512829219,0.0398773298410501,13,"xgbt"
0.3,10,0,0.6,1,1,500,3.62998441698768,0.976934603035288,2.33337086718604,0.475009235455581,0.00588752068810331,0.2797223427952,13,"xgbt"
0.3,10,0,0.8,1,1,500,3.91836579396578,0.972916623608833,2.44923283906041,0.619650798834673,0.00850023903699596,0.300421678425441,13,"xgbt"
0.4,10,0,0.6,1,1,500,3.56038367305891,0.97774977889743,2.30117491761127,0.398521043617707,0.00486121155690125,0.253111822528512,13,"xgbt"
0.4,10,0,0.8,1,1,500,3.34343218973393,0.980461541464871,2.17148298122408,0.0310615790168513,0.000398674146420929,0.0022998146748703,13,"xgbt"
0.3,6,0,0.6,1,1,600,2.99652700050656,0.984309797472788,2.02291218932796,0.0108881796555513,0.000102827771228975,0.0201836064339291,13,"xgbt"
0.3,6,0,0.8,1,1,600,2.92476711367891,0.985040331708128,1.97133430372685,0.072685991907105,0.00072095231342966,0.0566347779849785,13,"xgbt"
0.4,6,0,0.6,1,1,600,3.10450548007017,0.983144162256564,2.07619674430076,0.066489601798216,0.000750734293399729,0.0222772188950009,13,"xgbt"
0.4,6,0,0.8,1,1,600,2.99809317089414,0.984284723711025,2.01441261626306,0.0393593265813181,0.000442976304483355,0.0134092208994786,13,"xgbt"
0.3,8,0,0.6,1,1,600,3.33230416239262,0.980525926164255,2.17580194185629,0.329563579229497,0.00380138742593716,0.185736462648623,13,"xgbt"
0.3,8,0,0.8,1,1,600,3.1475502567013,0.982682114605668,2.05699421982763,0.146583593068429,0.0016303216804755,0.066573213894996,13,"xgbt"
0.4,8,0,0.6,1,1,600,3.81266750513352,0.974604134234999,2.45177538183109,0.0850860539430069,0.00107132461342492,0.088188375609882,13,"xgbt"
0.4,8,0,0.8,1,1,600,3.13003169977722,0.982865483852244,2.05714921323736,0.0718957178300809,0.000814235646163226,0.0395225363830931,13,"xgbt"
0.3,10,0,0.6,1,1,600,3.63163714218168,0.976919539057888,2.33467077987272,0.473261116497595,0.00586351915988822,0.277873141603052,13,"xgbt"
0.3,10,0,0.8,1,1,600,3.92197413047929,0.97287206578926,2.45229949366666,0.618222092407664,0.00848738350188126,0.298738790813886,13,"xgbt"
0.4,10,0,0.6,1,1,600,3.56462078887133,0.977699462786645,2.30474401434601,0.397700632584856,0.00485455836461058,0.252459947383748,13,"xgbt"
0.4,10,0,0.8,1,1,600,3.34871190481499,0.980400325536052,2.17637436397465,0.0317032729768246,0.000407024617006514,0.00259935609031676,13,"xgbt"
0.3,6,0,0.6,1,1,200,3.34360652017662,0.980517753172495,2.40414937308647,0.191615787273715,0.00218243800554026,0.141578071986524,20,"xgbt"
0.3,6,0,0.8,1,1,200,3.16008900754116,0.982591809873041,2.26323926142646,0.00388285465996679,3.73897087472619e-05,0.00532001543582937,20,"xgbt"
0.4,6,0,0.6,1,1,200,3.48796507643509,0.978717549393935,2.47094248543708,0.170527988961305,0.00209762716633815,0.132934772223883,20,"xgbt"
0.4,6,0,0.8,1,1,200,3.22952066496167,0.981754293833611,2.26253445777667,0.121853744000512,0.00135123481027193,0.0822528168167959,20,"xgbt"
0.3,8,0,0.6,1,1,200,3.25071439421911,0.981515150692619,2.18965022577128,0.200374921593804,0.00224662489332773,0.149517338749573,20,"xgbt"
0.3,8,0,0.8,1,1,200,3.05991124859644,0.983583301108678,2.03793596563816,0.271326286943697,0.00290514475103831,0.162679412797306,20,"xgbt"
0.4,8,0,0.6,1,1,200,4.27234012580572,0.967987256541021,2.80115562688897,0.341183146274583,0.00504160461123156,0.182173007785516,20,"xgbt"
0.4,8,0,0.8,1,1,200,3.1914686925324,0.982186399348131,2.14937085623102,0.0722585193644773,0.000834677443035141,0.0341431748744312,20,"xgbt"
0.3,10,0,0.6,1,1,200,3.82239495042645,0.974402269719429,2.51889598124144,0.544184232098697,0.00717629012323012,0.352999225096919,20,"xgbt"
0.3,10,0,0.8,1,1,200,3.35297843900278,0.980208343655064,2.1622523809974,0.46730889629149,0.00544708670252284,0.274553820055424,20,"xgbt"
0.4,10,0,0.6,1,1,200,3.97434802166703,0.972341077900665,2.63709198987507,0.362546950103736,0.00501263790884393,0.235124193887407,20,"xgbt"
0.4,10,0,0.8,1,1,200,3.25822599384148,0.981437105850559,2.1359721617236,0.00391877941268987,7.82135141046752e-05,0.00345067449332946,20,"xgbt"
0.3,6,0,0.6,1,1,300,3.08088860194484,0.98342140628891,2.14769660201465,0.138647595153392,0.00148165905967939,0.0927088986246178,20,"xgbt"
0.3,6,0,0.8,1,1,300,2.92539934697348,0.985052079165864,2.03565011228767,0.000783649844566684,1.59040626226118e-05,0.00896781860889022,20,"xgbt"
0.4,6,0,0.6,1,1,300,3.32912057435324,0.980604413642058,2.30447843958667,0.156502011864639,0.00184605197271061,0.11453035847254,20,"xgbt"
0.4,6,0,0.8,1,1,300,3.09141195481973,0.983275473259395,2.11751882746309,0.130372364600615,0.00138062686666677,0.0881505006973002,20,"xgbt"
0.3,8,0,0.6,1,1,300,3.18373845186137,0.982264017029543,2.12466973608372,0.194784331938507,0.00213609013731344,0.144034166576792,20,"xgbt"
0.3,8,0,0.8,1,1,300,3.01039110234696,0.984110470171467,1.98830590972295,0.260987978941324,0.0027531330337391,0.152566909430469,20,"xgbt"
0.4,8,0,0.6,1,1,300,4.21884261338185,0.968786449013024,2.75007364791513,0.332648271965928,0.00485455749602326,0.174269581817595,20,"xgbt"
0.4,8,0,0.8,1,1,300,3.15207511084541,0.982622368904584,2.11479759852604,0.0753921841782942,0.000858704282622048,0.0370707924050385,20,"xgbt"
0.3,10,0,0.6,1,1,300,3.79279696621857,0.974814448975128,2.49121672605771,0.537360276742459,0.00702205805777422,0.345970730206086,20,"xgbt"
0.3,10,0,0.8,1,1,300,3.33418178671614,0.980434234935505,2.14271356441167,0.465820555566226,0.00539494393766609,0.272140376552913,20,"xgbt"
0.4,10,0,0.6,1,1,300,3.95684377115456,0.972593726844521,2.61927544548717,0.360353942766887,0.004954116475884,0.233404120105674,20,"xgbt"
0.4,10,0,0.8,1,1,300,3.24590796584073,0.981577532136674,2.12287007140197,0.00493853337196594,8.94043491413039e-05,0.00294012283493532,20,"xgbt"
0.3,6,0,0.6,1,1,400,2.9647354639939,0.984634784756987,2.0302177194914,0.126568645469567,0.00131243457668025,0.0836773373121864,20,"xgbt"
0.3,6,0,0.8,1,1,400,2.83414053136288,0.985962172587359,1.94218009883454,0.00177725816978857,3.08782736324556e-05,0.00690311638964209,20,"xgbt"
0.4,6,0,0.6,1,1,400,3.25323483055686,0.981475905691036,2.23103021253231,0.143122436128579,0.00165690236761536,0.100518135612852,20,"xgbt"
0.4,6,0,0.8,1,1,400,3.03343237364234,0.983899551459485,2.05713659817001,0.118742429612955,0.00122999646128107,0.0771977238752098,20,"xgbt"
0.3,8,0,0.6,1,1,400,3.14630681182939,0.982679641864602,2.09110343113528,0.190853807382646,0.00206865218181117,0.140847044374919,20,"xgbt"
0.3,8,0,0.8,1,1,400,2.98447980841617,0.984382382155098,1.96470800684268,0.260421288875485,0.0027219082537046,0.152569340454194,20,"xgbt"
0.4,8,0,0.6,1,1,400,4.19166237669805,0.969194224563109,2.72445108836865,0.320170280053487,0.00464154127532828,0.162362579245685,20,"xgbt"
0.4,8,0,0.8,1,1,400,3.13458030493645,0.982815018401155,2.09822030765902,0.0759167584842692,0.00085902207098656,0.0365534015708003,20,"xgbt"
0.3,10,0,0.6,1,1,400,3.78115127942109,0.974981842525558,2.4792340060604,0.535902773903308,0.00697458944250209,0.343905880488407,20,"xgbt"
0.3,10,0,0.8,1,1,400,3.32547250884721,0.980541673718688,2.1327516453732,0.462738871745758,0.00534210583880034,0.26851817174437,20,"xgbt"
0.4,10,0,0.6,1,1,400,3.94799944810747,0.972722345351219,2.60931327718903,0.357165087753258,0.00489608255443861,0.230847509879444,20,"xgbt"
0.4,10,0,0.8,1,1,400,3.24096130265568,0.981633989349825,2.11601799474229,0.00456510245305697,8.52637728061709e-05,0.00354068218376521,20,"xgbt"
0.3,6,0,0.6,1,1,500,2.89880909166674,0.985304260854202,1.96700897946082,0.122166478147875,0.00124550291496162,0.0788228547547243,20,"xgbt"
0.3,6,0,0.8,1,1,500,2.78222044522327,0.986469227268656,1.89136315976738,0.00211917194539693,3.61339206138414e-05,0.00727160256597928,20,"xgbt"
0.4,6,0,0.6,1,1,500,3.21643354575493,0.981892388784879,2.19681552596638,0.14184157397456,0.00162341423319174,0.100696340792234,20,"xgbt"
0.4,6,0,0.8,1,1,500,3.00002589119435,0.984251716672436,2.02515652512528,0.123153748005135,0.00126288473258386,0.0818545987929759,20,"xgbt"
0.3,8,0,0.6,1,1,500,3.12285127930795,0.982937511981099,2.07131179272811,0.189145403318972,0.00203408481769019,0.139289917751498,20,"xgbt"
0.3,8,0,0.8,1,1,500,2.96817800737387,0.984555091668269,1.95017749789034,0.25579828209857,0.0026575846206674,0.148029971061417,20,"xgbt"
0.4,8,0,0.6,1,1,500,4.17312149710483,0.969468382416268,2.7068212091489,0.316570141684215,0.00456826979072288,0.161402643211723,20,"xgbt"
0.4,8,0,0.8,1,1,500,3.12547079757579,0.982915194536394,2.08919590209164,0.0754643864673188,0.000850585255194768,0.0363785383590474,20,"xgbt"
0.3,10,0,0.6,1,1,500,3.77288790585807,0.975099532553218,2.47084443291528,0.533253530392823,0.00691992945851142,0.341401149346204,20,"xgbt"
0.3,10,0,0.8,1,1,500,3.31988221796086,0.980608902351856,2.12670235728326,0.462655507374032,0.00532975128207074,0.268153081661964,20,"xgbt"
0.4,10,0,0.6,1,1,500,3.94354646513631,0.972786902582664,2.60407032997419,0.35666631073066,0.00488190841064403,0.230678798576635,20,"xgbt"
0.4,10,0,0.8,1,1,500,3.23861888939745,0.981660792302857,2.11234348771484,0.00421885271884034,8.14138332525676e-05,0.00395780094039581,20,"xgbt"
0.3,6,0,0.6,1,1,600,2.86501530208,0.985642955577398,1.93402846437387,0.11605100646557,0.0011737892141549,0.0728698769393119,20,"xgbt"
0.3,6,0,0.8,1,1,600,2.75140240940732,0.986765776252265,1.86138706361297,0.00362820451403246,5.19163024243248e-05,0.00761046391946742,20,"xgbt"
0.4,6,0,0.6,1,1,600,3.18135680498132,0.982285236876983,2.16637927697121,0.13542074545643,0.00153539424516522,0.0962549648672977,20,"xgbt"
0.4,6,0,0.8,1,1,600,2.97532342786066,0.984511889993649,2.00292629555523,0.114563642595626,0.00116357441458896,0.0746683616218966,20,"xgbt"
0.3,8,0,0.6,1,1,600,3.1093608996737,0.983086159044459,2.05962799843641,0.188671966060332,0.00201912366771608,0.138743033953028,20,"xgbt"
0.3,8,0,0.8,1,1,600,2.95536726289429,0.984688796282812,1.93871991836419,0.253446397842744,0.00262246839726702,0.145779490737406,20,"xgbt"
0.4,8,0,0.6,1,1,600,4.15867131935898,0.969681726437982,2.69366754018093,0.313752846881045,0.00451248755335345,0.159295226171663,20,"xgbt"
0.4,8,0,0.8,1,1,600,3.11695138328975,0.983008925213994,2.08082558022931,0.072678850467583,0.000817261997560664,0.0339310966022073,20,"xgbt"
0.3,10,0,0.6,1,1,600,3.7682003101224,0.975166846820452,2.46536453827826,0.532407937006745,0.00689645131185812,0.340661667469336,20,"xgbt"
0.3,10,0,0.8,1,1,600,3.31661472951092,0.980648421045016,2.12291607384072,0.46230018212711,0.00531886857628959,0.267587734492562,20,"xgbt"
