"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","storey","corner","orient","weather"
"329","-838.8","123.2","109.5","26","80.4","88.1","62.1","230.6","26","-12.5","21.1","6.2","36.6","17.6","49.7","0.1","50.2","01","Linear","C10","5","Cobertura","Meio","SE","Rio de Janeiro"
"655.9","-1688.7","340.3","273.6","87.1","160.3","142.2","119.3","481.4","27.5","-23.6","77.7","5.1","36.5","17.5","67.4","0","32.6","01","Linear","C10","5","Cobertura","Meio","SE","Rio de Janeiro"
"337.9","-820.9","111.1","122.4","45.7","64.2","-34.2","70.4","133.1","13","-17.9","27.8","4.8","36","17.4","47.4","0.1","52.5","01","Linear","C10","5","Cobertura","Meio","SW","Rio de Janeiro"
"329","-839.1","123.2","109.4","26","62.1","88.1","80.5","230.7","26","-12.5","21.1","6.1","36.6","17.6","49.7","0.1","50.2","01","Linear","C10","5","Cobertura","Meio","SW","Rio de Janeiro"
"655.9","-1689.4","340.1","273.5","87","119.1","141.8","162.4","482.8","27.4","-23.5","77.6","5.1","36.4","17.5","67.4","0","32.6","01","Linear","C10","5","Cobertura","Meio","SW","Rio de Janeiro"
"398.5","-818.6","253.5","135","73.9","179.2","129.1","156.8","203.4","335.6","5.7","32.8","10.9","33.6","10.9","8.4","16.1","75.5","01","Linear","C10","5","Cobertura","Canto","NE","São Paulo"
"394.2","-832.6","258.5","133.2","137.4","165.5","122.8","187","458.7","122.8","7.1","35.9","11.1","33","11.5","11.7","11.5","76.8","01","Linear","C10","5","Cobertura","Canto","NE","São Paulo"
"771.6","-3347.9","637.3","383.8","345.9","317.5","336.4","357.9","1190.1","167.7","14.8","152.9","16.6","32.6","11","35.9","4.8","59.3","01","Linear","C10","5","Cobertura","Canto","NE","São Paulo"
"397.3","-1220.3","257.1","135.1","78.4","160.9","128.3","188.3","210.9","345","5.8","34.7","12.8","33.9","10.8","9.7","14.7","75.6","01","Linear","C10","5","Cobertura","Canto","NW","São Paulo"
"393.2","-1267.6","260.7","134","146.1","193.9","122.7","167.1","477.6","152.2","6.7","37.7","13.6","32.9","11.4","12.5","9.9","77.6","01","Linear","C10","5","Cobertura","Canto","NW","São Paulo"
"761.7","-2625.9","572.5","336.1","284.7","305","287.8","274.8","1008.4","143.9","4.5","130.3","9.8","32.9","11.5","38.8","3.6","57.6","01","Linear","C10","5","Cobertura","Canto","NW","São Paulo"
"401.1","-1038.9","198.8","139.7","56.1","199","144.5","125.1","170.4","354.3","-3.6","31.5","15","32.8","10.3","7.8","21.1","71.1","01","Linear","C10","5","Cobertura","Canto","SE","São Paulo"
"397.7","-1011.7","180.2","129.6","52.8","127.6","130.5","161.3","395.1","77.1","-2.4","32.8","15.4","32.1","10.8","10.7","18.5","70.8","01","Linear","C10","5","Cobertura","Canto","SE","São Paulo"
"783.2","-2537.5","570.7","375.1","236.2","280.4","403.4","277.2","1044.8","152.4","7.6","131.9","12.8","32.3","11.1","31.9","6.2","61.9","01","Linear","C10","5","Cobertura","Canto","SE","São Paulo"
"400.5","-1168.8","208","144.8","60.9","131.5","156.4","221.4","179.7","390.5","-2.1","33.6","17.3","33.6","10.1","8.9","20.8","70.3","01","Linear","C10","5","Cobertura","Canto","SW","São Paulo"
"397.8","-1112.5","184.9","133.8","56.2","167.8","137.1","132.4","412.9","80.6","-1.4","34.3","18.1","32.3","10.6","10.6","18.7","70.7","01","Linear","C10","5","Cobertura","Canto","SW","São Paulo"
"784.2","-2540.7","586.1","386.7","241.9","284.2","437.4","293.9","1091.9","165.5","9.5","135.4","13","32.6","11","32.4","6.6","61","01","Linear","C10","5","Cobertura","Canto","SW","São Paulo"
"396","-1049.6","167","106","-36.6","114.4","153.1","51.2","178.5","103.6","-6","22.4","5","32.3","11.5","11.6","10.1","78.3","01","Linear","C10","5","Cobertura","Meio","NE","São Paulo"
"386.8","-1122.3","227.8","104.5","122.2","116.9","134.8","96.4","335.6","134.8","-4.1","29.8","6.7","33.1","11.8","15.1","7.6","77.4","01","Linear","C10","5","Cobertura","Meio","NE","São Paulo"
"734.4","-2128.3","460.8","247.9","118.3","178","226.6","167.5","549.7","140.7","-6.1","95","5.4","32.7","11.7","43","3","53.9","01","Linear","C10","5","Cobertura","Meio","NE","São Paulo"
"395.9","-1044.4","166","105.3","-37.9","50.4","152.3","114.1","176.1","102.9","-6.2","22.4","5","32.2","11.5","11.7","10","78.4","01","Linear","C10","5","Cobertura","Meio","NW","São Paulo"
"386.5","-1117.4","227.3","104","122","95.8","134","117.4","335.1","134","-4.3","29.7","6.6","33.1","11.8","15.2","7.4","77.4","01","Linear","C10","5","Cobertura","Meio","NW","São Paulo"
"734.1","-2114.7","462.6","248.1","116.5","166.6","226.6","191.6","560.8","140.5","-6.2","94.9","5.4","32.7","11.7","43.2","3","53.8","01","Linear","C10","5","Cobertura","Meio","NW","São Paulo"
"400.6","-854.7","115.7","103.7","51.2","70.7","-37","57.2","123.4","18.7","-16.9","26.6","4.6","31.5","11.3","9.4","16.6","74.1","01","Linear","C10","5","Cobertura","Meio","SE","São Paulo"
"391.9","-875","127.2","94.4","31.7","78.6","85.7","61","225.2","31.7","-12","20.4","5.9","32.1","11.6","11.6","15","73.4","01","Linear","C10","5","Cobertura","Meio","SE","São Paulo"
"756.2","-1728.5","342.9","235","91.2","151.6","127.7","115.3","452.8","33","-22.5","74","4.9","32.1","11.5","33.6","4.6","61.8","01","Linear","C10","5","Cobertura","Meio","SE","São Paulo"
"400.5","-857.8","115.9","104","51.5","57.4","-36","70.8","124.8","18.9","-16.9","26.9","4.6","31.5","11.3","9.4","16.6","74.1","01","Linear","C10","5","Cobertura","Meio","SW","São Paulo"
"391.9","-874.8","127.1","94.4","31.7","61","85.6","78.6","225.3","31.7","-12","20.4","5.9","32.1","11.6","11.6","15","73.4","01","Linear","C10","5","Cobertura","Meio","SW","São Paulo"
"756.2","-1727.9","342.6","234.8","91.1","114.8","127","153.4","453.4","32.9","-22.4","73.8","4.8","32","11.5","33.5","4.6","61.9","01","Linear","C10","5","Cobertura","Meio","SW","São Paulo"
