"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.4","-82","12.1","8.5","6.6","11.7","8.3","9.6","12.8","23.5","-0.3","2.1","4.4","27.1","11.7","0","42.5","57.5","04","linear","tv","1","corner","ne","dorm1","curitiba"
"58","-90.9","12.3","9.5","10.1","11","8.4","13.2","32.1","8.4","-0.2","2.5","4.7","26.4","12.5","0","38.9","61.1","04","linear","tv","1","corner","ne","dorm2","curitiba"
"41.6","-114","15.5","7.4","10","7.9","8.3","9.2","31.2","4.2","-0.1","3.2","8.1","26.1","12.1","0.1","24","75.9","04","linear","tv","1","corner","ne","liv","curitiba"
"54.4","-106.4","12.5","8.4","6.7","9.8","8.3","10.3","13","22","-0.2","2.3","5.8","27","11.5","0","42","58","04","linear","tv","1","corner","nw","dorm1","curitiba"
"58","-117.4","12.4","9.9","10.6","14","8.6","11.2","33.4","11","-0.2","2.7","6.2","26.4","12","0","38.4","61.6","04","linear","tv","1","corner","nw","dorm2","curitiba"
"41.3","-95.4","13","6.8","9","8.3","7.3","6.6","27.9","3.3","-0.4","2.8","5.9","26.1","11.1","0.1","23.3","76.6","04","linear","tv","1","corner","nw","liv","curitiba"
"54.5","-67.6","8.6","5.6","3.5","10.9","8.3","6.6","9","20.4","-1.2","1.6","3.8","26.9","11.1","0","46.7","53.3","04","linear","tv","1","corner","se","dorm1","curitiba"
"58.1","-73.6","9","5.4","3.3","7.1","7.2","8.9","22","4.6","-1.2","1.8","4.1","26","11.7","0","44.6","55.4","04","linear","tv","1","corner","se","dorm2","curitiba"
"42","-100.6","12.3","5.9","6.2","7","8.3","7.5","25.2","3.9","-0.1","2.5","7.8","26.1","11.9","0","32.3","67.6","04","linear","tv","1","corner","se","liv","curitiba"
"54.5","-92.7","9","5.5","3.6","6.7","8.3","9.6","9.2","19","-1.1","1.7","5.3","27","11.2","0","46.1","53.9","04","linear","tv","1","corner","sw","dorm1","curitiba"
"58.1","-100.6","9.2","5.8","3.5","9.6","7.7","7.3","23.1","5","-1.1","2","5.6","25.9","11.8","0","43.5","56.5","04","linear","tv","1","corner","sw","dorm2","curitiba"
"41.7","-80.7","9.8","5.4","5.2","6.6","7.3","5.6","21.8","2.9","-0.4","2.1","5.4","26.1","11.4","0.1","31.1","68.8","04","linear","tv","1","corner","sw","liv","curitiba"
"44.4","-92.1","8.7","6.3","4","6.9","9.6","7.8","21.6","6.5","-0.5","1.6","4.7","26","12.6","0","39.1","60.9","04","linear","tv","1","middle","ne","dorm1","curitiba"
"57","-120.4","9.7","10","11.5","10","11.9","9.2","30.7","11.9","-0.4","2.6","6.1","26.5","12.4","0","38.2","61.8","04","linear","tv","1","middle","ne","dorm2","curitiba"
"45.1","-95.9","10.3","8.7","9.3","8","7.7","5.9","26","4.9","-0.3","2.7","5","26.3","12.4","0.2","19.4","80.3","04","linear","tv","1","middle","ne","liv","curitiba"
"44.4","-91.8","8.6","6.3","4","7.8","9.5","6.8","21.6","6.5","-0.5","1.6","4.7","26","12.6","0","39.1","60.9","04","linear","tv","1","middle","nw","dorm1","curitiba"
"57","-119.9","9.6","10","11.5","9.2","11.9","9.9","30.6","11.9","-0.4","2.6","6.1","26.5","12.4","0","38.2","61.8","04","linear","tv","1","middle","nw","dorm2","curitiba"
"45.1","-95.3","10.2","8.7","9.2","5.9","7.7","7.9","25.8","4.9","-0.3","2.7","5","26.3","12.5","0.2","19.5","80.3","04","linear","tv","1","middle","nw","liv","curitiba"
"44.6","-68.8","5.4","2.9","4.1","3.8","-0.9","4","8.5","2.4","-1.3","1.3","4","25","11.6","0","47.8","52.2","04","linear","tv","1","middle","se","dorm1","curitiba"
"57.2","-91.8","5.6","5.5","5","5.9","6.7","5.2","17.8","5","-1","1.6","5.3","25.3","11.5","0","46.3","53.7","04","linear","tv","1","middle","se","dorm2","curitiba"
"46.1","-72","6.4","5.1","3.8","4.8","5.8","3.6","16","2.1","-0.8","1.6","4.3","25.4","11.6","0","33.5","66.5","04","linear","tv","1","middle","se","liv","curitiba"
"44.6","-69.2","5.3","2.9","4","4","-0.8","3.8","8.6","2.4","-1.3","1.3","4","25","11.6","0","47.7","52.3","04","linear","tv","1","middle","sw","dorm1","curitiba"
"57.2","-91.7","5.6","5.5","5","5.2","6.7","5.9","17.8","5","-1","1.6","5.3","25.3","11.5","0","46.3","53.7","04","linear","tv","1","middle","sw","dorm2","curitiba"
"46.1","-71.9","6.4","5","3.8","3.6","5.7","4.8","15.9","2.1","-0.8","1.6","4.3","25.4","11.6","0","33.6","66.4","04","linear","tv","1","middle","sw","liv","curitiba"
"46","-112.7","16.5","9.9","8.3","14.8","10.1","11.5","15.4","29.3","0.3","2.6","5.4","32.9","17","25.2","0.5","74.2","04","linear","tv","1","corner","ne","dorm1","rio_de_janeiro"
"48.7","-123.9","16.5","10.7","12.1","12.9","10.1","15.7","38.2","10.1","0.4","3","5.8","32.2","17.7","29","0.1","70.9","04","linear","tv","1","corner","ne","dorm2","rio_de_janeiro"
"34.4","-101","16.8","8.1","10.5","8.1","8.5","9.5","32.2","4.4","0","3.2","5.7","32","17.7","50.7","0","49.3","04","linear","tv","1","corner","ne","liv","rio_de_janeiro"
"46","-109.7","16.4","9.5","8.2","11.4","10.2","12.9","15.1","27.5","0.4","2.6","5.5","33","17","24.8","0.6","74.6","04","linear","tv","1","corner","nw","dorm1","rio_de_janeiro"
"48.8","-119.8","16.4","10.8","11.9","16.1","10.4","12.9","37.8","13.5","0.6","3","5.9","32.1","17.7","28","0.1","71.9","04","linear","tv","1","corner","nw","dorm2","rio_de_janeiro"
"34.5","-99.8","16.9","7.7","10.2","9.4","8.5","7.7","31.7","4.1","0","3.1","5.8","32","17.7","49.9","0","50.1","04","linear","tv","1","corner","nw","liv","rio_de_janeiro"
"46.4","-99.1","12.2","6.6","4.7","13.8","10.3","8.1","11.1","25.8","-0.8","2.1","5.7","33.1","16.4","22.2","1.4","76.3","04","linear","tv","1","corner","se","dorm1","rio_de_janeiro"
"49.3","-105.8","12.6","6.3","4.3","8.6","8.9","11","26.8","5.9","-0.8","2.3","6","32.2","17","24.7","0.9","74.4","04","linear","tv","1","corner","se","dorm2","rio_de_janeiro"
"35","-83.7","13.1","6.6","6.1","7.2","8.6","7.7","25.4","4.1","0","2.5","5","32.2","17","42.8","0","57.2","04","linear","tv","1","corner","se","liv","rio_de_janeiro"
"46.5","-93.3","12.1","6.3","4.8","8","9.9","12","10.8","23.8","-0.6","2","5.5","33.3","16.4","21.7","1.5","76.8","04","linear","tv","1","corner","sw","dorm1","rio_de_janeiro"
"49.5","-98.7","12.3","6.3","4.6","10.9","8.6","8.5","26","6.5","-0.6","2.2","5.8","32","16.9","23.6","1","75.4","04","linear","tv","1","corner","sw","dorm2","rio_de_janeiro"
"35.1","-84.2","13.4","6.2","6.1","7.5","8.3","6.7","24.9","3.8","0","2.4","5.4","32.2","17","42","0","58","04","linear","tv","1","corner","sw","liv","rio_de_janeiro"
"37.5","-95.4","12.3","7","5.9","7.9","11.7","9.2","26.4","8.2","0.1","1.9","4.6","31.6","17.7","25.3","0.1","74.6","04","linear","tv","1","middle","ne","dorm1","rio_de_janeiro"
"48.1","-124.3","13.6","10.9","13.1","11.3","14.7","10.6","35.1","14.7","0.3","2.9","6.1","32.2","17.7","26.4","0.1","73.5","04","linear","tv","1","middle","ne","dorm2","rio_de_janeiro"
"37.6","-99.9","14.1","9.6","10.6","8.9","9.3","6.8","29.6","6.1","0.3","3.1","5","31.8","17.6","53.3","0","46.7","04","linear","tv","1","middle","ne","liv","rio_de_janeiro"
"37.5","-95.4","12.3","7","5.9","9.1","11.7","7.9","26.4","8.2","0.1","1.9","4.6","31.6","17.7","25.3","0.1","74.6","04","linear","tv","1","middle","nw","dorm1","rio_de_janeiro"
"48.1","-124.3","13.6","10.9","13.1","10.6","14.8","11.3","35.1","14.8","0.3","2.9","6.1","32.2","17.7","26.4","0.1","73.5","04","linear","tv","1","middle","nw","dorm2","rio_de_janeiro"
"37.6","-99.9","14.1","9.6","10.6","6.8","9.3","8.9","29.6","6.1","0.3","3.1","5","31.8","17.6","53.2","0","46.8","04","linear","tv","1","middle","nw","liv","rio_de_janeiro"
"38.3","-69.8","8.2","3.4","5.2","4.4","0.5","4.9","11.8","3.2","-0.9","1.7","4","31","16.7","18.5","1.4","80","04","linear","tv","1","middle","se","dorm1","rio_de_janeiro"
"49","-92.1","8.7","5.8","6.4","6.7","7.7","6","20.5","6.4","-0.5","1.8","5.2","31.4","16.6","19.9","1.4","78.6","04","linear","tv","1","middle","se","dorm2","rio_de_janeiro"
"38.9","-73.5","9.5","5.6","4.7","5.5","6.7","4.2","18.3","2.7","-0.4","1.9","4.3","31.3","16.6","39.1","0","60.9","04","linear","tv","1","middle","se","liv","rio_de_janeiro"
"38.3","-69.8","8.2","3.4","5.2","4.9","0.5","4.4","11.7","3.2","-0.9","1.7","4","31","16.7","18.5","1.4","80.1","04","linear","tv","1","middle","sw","dorm1","rio_de_janeiro"
"49","-92.1","8.7","5.8","6.4","6","7.7","6.7","20.5","6.4","-0.5","1.8","5.2","31.4","16.6","20","1.4","78.6","04","linear","tv","1","middle","sw","dorm2","rio_de_janeiro"
"38.9","-73.5","9.5","5.6","4.7","4.2","6.7","5.5","18.3","2.7","-0.4","1.9","4.3","31.3","16.6","39.1","0","60.9","04","linear","tv","1","middle","sw","liv","rio_de_janeiro"
"52.5","-70.8","9.7","7.7","5.7","10.6","7.3","8.5","11.3","20.8","-0.6","1.9","4.4","29.3","13.7","0.3","19.8","79.9","04","linear","tv","1","corner","ne","dorm1","sao_paulo"
"55.9","-78.2","10","8.9","9.1","9.9","7.6","11.9","29","7.6","-0.5","2.3","4.7","28.8","14.4","0.3","16.6","83","04","linear","tv","1","corner","ne","dorm2","sao_paulo"
"39.4","-105","13.2","6.9","9.2","7.1","7.5","8.4","28.6","3.7","-0.3","2.9","8.1","28.4","13.8","5.1","6","88.9","04","linear","tv","1","corner","ne","liv","sao_paulo"
