"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.1","-79.5","20.1","9","7.4","12.9","9.1","11.3","14.6","26.1","0","2.5","4.2","27.1","11.4","0","39.4","60.6","01","linear","tm","2","corner","ne","dorm1","curitiba"
"57.8","-86","21.1","9.6","10.6","12.5","9.2","13.9","34.7","9.2","0","2.8","4.5","26.5","11.8","0","38.2","61.8","01","linear","tm","2","corner","ne","dorm2","curitiba"
"41.9","-124.9","18.5","8.3","9.3","9.1","9.8","9.6","33.1","4.8","0","4.4","10","26.8","11.4","0.7","28.8","70.5","01","linear","tm","2","corner","ne","liv","curitiba"
"54.1","-109.5","19.4","8.6","7.2","11.1","8.8","11.2","14.6","23.7","-0.1","2.5","5.8","26.8","11.4","0","38.1","61.9","01","linear","tm","2","corner","nw","dorm1","curitiba"
"57.7","-119.6","21.4","9.8","11.2","14.7","9.1","12.5","36","11.5","-0.1","3","6.3","26.5","11.7","0","36.4","63.6","01","linear","tm","2","corner","nw","dorm2","curitiba"
"41.5","-102.7","16.5","7.1","8","8.1","8.4","7.4","28.4","3.5","-0.4","3.7","6.7","26.7","10.6","0.5","26.9","72.5","01","linear","tm","2","corner","nw","liv","curitiba"
"54.2","-64","13.9","6.5","4.4","11.8","8","7.8","10.5","21.5","-0.9","2","3.5","27.1","11.2","0","43.2","56.8","01","linear","tm","2","corner","se","dorm1","curitiba"
"57.9","-67.9","13.2","6","4.1","8.3","8.2","10","25.2","5.4","-1","2.1","3.7","26.5","11.5","0","42.9","57.1","01","linear","tm","2","corner","se","dorm2","curitiba"
"42.2","-115.5","16.9","7.6","7.7","8.3","11.7","7.7","30.9","4.6","0.1","3.9","9.8","26.8","11.4","0.4","33.2","66.5","01","linear","tm","2","corner","se","liv","curitiba"
"54.2","-96","13.1","6","4.1","7.6","7.7","10.1","10.5","19","-1","2","5.3","26.9","11.3","0","41.9","58.1","01","linear","tm","2","corner","sw","dorm1","curitiba"
"57.9","-103.1","13.4","6.2","4","10.8","8.8","8.3","26.5","5.5","-1.1","2.3","5.7","26.4","11.8","0","41","59","01","linear","tm","2","corner","sw","dorm2","curitiba"
"41.8","-90","14.7","6.2","6.1","6","10.2","6.5","25.6","3.3","-0.4","3.1","6.3","26.6","11","0.2","31.4","68.3","01","linear","tm","2","corner","sw","liv","curitiba"
"44.2","-90.5","11.6","4.9","-0.1","7.5","9.4","3.2","13.9","6.1","-0.5","1.6","4.5","25.7","11.8","0","39.4","60.6","01","linear","tm","2","middle","ne","dorm1","curitiba"
"56.7","-123.5","20.5","9.2","11.5","10.3","12.6","8.8","30.7","12.6","-0.4","2.8","5.9","26.5","11.9","0","35.9","64.1","01","linear","tm","2","middle","ne","dorm2","curitiba"
"45.4","-95.2","17","7.7","4.3","6.7","8.2","5.9","20","5.1","-0.3","3.4","4.8","26.3","11.9","0.4","23.5","76.1","01","linear","tm","2","middle","ne","liv","curitiba"
"44.2","-90.4","11.6","4.9","-0.2","3.2","9.4","7.5","13.8","6","-0.5","1.6","4.5","25.7","11.8","0","39.3","60.7","01","linear","tm","2","middle","nw","dorm1","curitiba"
"56.7","-123.4","20.4","9.2","11.5","8.8","12.6","10.4","30.7","12.6","-0.4","2.8","5.9","26.5","11.9","0","35.8","64.2","01","linear","tm","2","middle","nw","dorm2","curitiba"
"45.4","-95.1","17.1","7.8","4.2","5.9","8.2","7.1","20.4","5.1","-0.3","3.4","4.8","26.3","11.9","0.4","23.4","76.2","01","linear","tm","2","middle","nw","liv","curitiba"
"44.4","-73.2","7.7","2.6","4.4","4.6","-1.3","3.5","8.9","2.3","-1.4","1.6","4","25.5","11.6","0","44.7","55.3","01","linear","tm","2","middle","se","dorm1","curitiba"
"56.9","-99","11.7","5.3","5.4","6.8","7.5","5.5","19.8","5.4","-1.1","1.8","5.3","26.1","11.7","0","42.9","57.1","01","linear","tm","2","middle","se","dorm2","curitiba"
"46.1","-77.2","12.4","4.9","4.4","5.6","4.3","4","15.9","2.3","-0.9","2.6","4.3","26.2","11.7","0","33.1","66.9","01","linear","tm","2","middle","se","liv","curitiba"
"44.4","-74","7.7","2.5","4.3","3.4","-1.3","4.6","8.8","2.2","-1.4","1.6","4","25.5","11.6","0","44.5","55.5","01","linear","tm","2","middle","sw","dorm1","curitiba"
"56.9","-99.3","11.7","5.4","5.4","5.5","7.6","6.9","20","5.4","-1.1","1.9","5.3","26","11.7","0","42.7","57.3","01","linear","tm","2","middle","sw","dorm2","curitiba"
"46.1","-77.4","12.6","5","4.5","4","4.2","6.1","16.4","2.4","-0.9","2.6","4.3","26.1","11.7","0","33.1","66.9","01","linear","tm","2","middle","sw","liv","curitiba"
"45.3","-114.3","21.8","10","8.8","15.9","11.1","12.4","16.2","31.9","0.5","2.8","5.2","32.8","17.2","33.4","0.3","66.3","01","linear","tm","2","corner","ne","dorm1","rio_de_janeiro"
"48.3","-122.6","22.5","10.4","11.9","13.6","11","15.8","38.6","11","0.6","3.1","5.5","32.2","17.5","33.6","0.2","66.2","01","linear","tm","2","corner","ne","dorm2","rio_de_janeiro"
"34.7","-102.8","17","8","8.5","8.5","9.1","8.2","29.6","4.7","0.1","3.9","6.3","32.4","17.1","46.7","0","53.3","01","linear","tm","2","corner","ne","liv","rio_de_janeiro"
"45.5","-108.2","21.2","9.6","8.6","12.2","11.2","14.3","15.9","30.3","0.7","2.7","5.3","32.6","17.2","32.2","0.3","67.5","01","linear","tm","2","corner","nw","dorm1","rio_de_janeiro"
"48.5","-116.6","22.6","10.5","11.7","15.9","11.3","13.6","38.2","14.3","0.8","3.1","5.7","32","17.5","32.8","0.2","67","01","linear","tm","2","corner","nw","dorm2","rio_de_janeiro"
"34.8","-101.8","16.8","7.7","8.2","8.4","9.1","8.2","29.5","4.5","0.1","3.9","6.4","32.3","17.1","46","0","54","01","linear","tm","2","corner","nw","liv","rio_de_janeiro"
"45.8","-101.6","14.8","7.4","5.5","14.9","9.7","8.7","11.9","26.9","-0.6","2.3","5.7","33.1","16.5","30.3","1.3","68.5","01","linear","tm","2","corner","se","dorm1","rio_de_janeiro"
"49","-106","13.7","6.7","5","9.1","9.5","11.6","28.6","6.7","-0.6","2.4","6","32.4","16.5","29.7","1.4","68.9","01","linear","tm","2","corner","se","dorm2","rio_de_janeiro"
"35.2","-88.8","15.3","7.2","6.7","7.6","10.9","6.1","26.9","4.4","0","3.4","5.6","32.6","16.5","41.9","0","58.1","01","linear","tm","2","corner","se","liv","rio_de_janeiro"
"46","-92.1","14","6.9","5.6","8.4","9.2","13.1","11.5","24.9","-0.4","2.2","5.5","32.9","16.4","29","1.4","69.6","01","linear","tm","2","corner","sw","dorm1","rio_de_janeiro"
"49.1","-96.8","13.5","6.6","5.3","11.5","9.1","9","27.7","7.1","-0.5","2.4","5.8","32.3","16.5","28.5","1.6","69.9","01","linear","tm","2","corner","sw","dorm2","rio_de_janeiro"
"35.4","-90.1","15","7","6.8","6.5","10.9","7.4","27.3","4.2","0.1","3.4","6.2","32.5","16.5","40.6","0","59.4","01","linear","tm","2","corner","sw","liv","rio_de_janeiro"
"37.4","-91.7","12.8","5.9","1.9","8.2","11.9","4.6","18.3","8.2","0.1","1.8","4.4","31.1","17.4","28.7","0.3","71","01","linear","tm","2","middle","ne","dorm1","rio_de_janeiro"
"47.6","-125.1","22.4","10.1","12.7","11.4","16.2","9.9","34","16.2","0.5","3","5.9","32","17.6","32.7","0.1","67.2","01","linear","tm","2","middle","ne","dorm2","rio_de_janeiro"
"37.9","-97.4","18.1","8.8","5.5","8.2","9.9","6.6","23.7","6.6","0.4","3.9","4.7","31.7","17.2","48.3","0","51.7","01","linear","tm","2","middle","ne","liv","rio_de_janeiro"
"37.4","-91.5","12.8","5.9","1.9","4.6","11.9","8.2","18.4","8.3","0.1","1.7","4.4","31.1","17.4","28.7","0.3","71.1","01","linear","tm","2","middle","nw","dorm1","rio_de_janeiro"
"47.6","-124.8","22.4","10.1","12.7","9.9","16.2","11.3","33.9","16.2","0.5","3","5.8","32","17.6","32.5","0.1","67.3","01","linear","tm","2","middle","nw","dorm2","rio_de_janeiro"
"38","-97","18","8.8","5.5","6.6","9.9","7.8","23.2","6.5","0.4","3.9","4.7","31.6","17.2","48.1","0","51.9","01","linear","tm","2","middle","nw","liv","rio_de_janeiro"
"38","-72.8","8.3","3.3","5.6","4.9","0.2","4.7","12.1","3.4","-1","1.9","4","31.2","16.3","23.8","2.2","74","01","linear","tm","2","middle","se","dorm1","rio_de_janeiro"
"48.5","-97.2","12.1","5.8","7.2","7.4","8.2","6.1","21.6","7.2","-0.5","2","5.2","31.7","16.3","26.7","2.1","71.2","01","linear","tm","2","middle","se","dorm2","rio_de_janeiro"
"38.9","-77.2","12.9","5.7","5.4","6.9","5.4","4.5","19","3.2","-0.4","2.9","4.3","31.8","16.2","39.5","0","60.5","01","linear","tm","2","middle","se","liv","rio_de_janeiro"
"38","-72.5","8.3","3.3","5.6","4.7","0.3","4.9","12.1","3.4","-1","1.9","3.9","31.2","16.3","23.8","2.2","74","01","linear","tm","2","middle","sw","dorm1","rio_de_janeiro"
"48.5","-96.7","12","5.8","7.3","6.1","8.2","7.3","21.5","7.3","-0.5","2","5.2","31.7","16.3","26.6","2.1","71.3","01","linear","tm","2","middle","sw","dorm2","rio_de_janeiro"
"38.9","-76.7","12.8","5.6","5.4","4.4","5.3","6.4","18.4","3.2","-0.4","2.9","4.3","31.7","16.2","39.3","0","60.7","01","linear","tm","2","middle","sw","liv","rio_de_janeiro"
"52","-69.5","18.8","8.3","6.7","11.5","8","10.6","13.7","22.9","-0.4","2.3","4.3","29.4","12.9","1.9","19.3","78.8","01","linear","tm","2","corner","ne","dorm1","sao_paulo"
"55.5","-75.5","20.1","9.1","10.1","11.8","8.1","13.2","33.1","8.1","-0.4","2.7","4.6","29.2","13.5","1.6","17.7","80.7","01","linear","tm","2","corner","ne","dorm2","sao_paulo"
"39.6","-118.1","17.9","8","9.3","8.6","9.3","9.1","32.1","4.3","-0.2","4.2","10.2","29","12.8","7.8","9.5","82.7","01","linear","tm","2","corner","ne","liv","sao_paulo"
"51.9","-104","17.6","7.6","6.1","10","7.4","9","13.2","19.4","-0.6","2.3","6.1","29.2","13.3","1.9","18.3","79.8","01","linear","tm","2","corner","nw","dorm1","sao_paulo"
"55.3","-114.6","20.1","9.1","10.4","13.6","7.9","11.5","33.4","10","-0.5","2.7","6.6","29.3","14","1.8","15.8","82.5","01","linear","tm","2","corner","nw","dorm2","sao_paulo"
"39.2","-89.2","14.8","6.3","6.5","7","7.3","6.3","24.5","2.7","-0.7","3.2","5.7","29","13.6","8","8.1","83.9","01","linear","tm","2","corner","nw","liv","sao_paulo"
"52.2","-77.7","13","6","3.7","10.9","7.7","7.5","10.3","19.5","-1.3","2","5.4","28.4","12.7","1.2","23.4","75.4","01","linear","tm","2","corner","se","dorm1","sao_paulo"
"55.8","-82.6","12.8","5.9","3.5","8.1","8.5","10.2","25.6","4.7","-1.3","2.2","5.8","27.9","13.2","0.9","22.3","76.8","01","linear","tm","2","corner","se","dorm2","sao_paulo"
"39.9","-90.5","15.2","6.7","6.4","7","10.2","6.4","26.3","3.7","-0.3","3.3","7.7","28.4","12.9","6.3","13.9","79.8","01","linear","tm","2","corner","se","liv","sao_paulo"
"52.4","-101","13","6","4.2","8","8.1","10","11","19.3","-1","2.1","7.9","28.1","12.5","1.1","23.6","75.3","01","linear","tm","2","corner","sw","dorm1","sao_paulo"
"55.9","-109.3","13.6","6.4","4.2","11.5","9.4","8.8","28","5.8","-1.1","2.4","8.5","27.7","13","0.8","22.6","76.6","01","linear","tm","2","corner","sw","dorm2","sao_paulo"
"40","-74.8","14.1","6.1","5.7","6","10.4","6","25","3","-0.5","2.9","5.8","28.2","13.3","5.6","13.8","80.6","01","linear","tm","2","corner","sw","liv","sao_paulo"
"42.5","-82","10.2","4.2","-1.5","6.7","8","2.3","10.6","5","-0.8","1.4","4.4","28.5","13.8","0.9","18.5","80.6","01","linear","tm","2","middle","ne","dorm1","sao_paulo"
"54.3","-113","19.1","8.4","10.4","9.5","10.8","7.9","27.8","10.8","-0.8","2.6","5.8","29.4","13.9","1.8","15.3","83","01","linear","tm","2","middle","ne","dorm2","sao_paulo"
"43","-86.9","15.6","7.1","3.5","6.1","7.2","5.4","17.9","4.3","-0.6","3","4.7","29.1","14","8.1","7.5","84.4","01","linear","tm","2","middle","ne","liv","sao_paulo"
"42.5","-81.9","10.1","4.1","-1.5","2.2","8","6.7","10.5","4.9","-0.9","1.4","4.4","28.5","13.8","0.9","18.4","80.7","01","linear","tm","2","middle","nw","dorm1","sao_paulo"
"54.3","-112.9","19.1","8.4","10.4","7.9","10.8","9.5","27.8","10.8","-0.8","2.6","5.8","29.4","13.9","1.8","15.1","83.1","01","linear","tm","2","middle","nw","dorm2","sao_paulo"
"43","-86.8","15.7","7.2","3.5","5.4","7.2","6.6","18.4","4.3","-0.7","3.1","4.7","29.1","14","8","7.4","84.6","01","linear","tm","2","middle","nw","liv","sao_paulo"
"42.8","-66.6","6.6","1.9","3.2","4","-2.3","2.6","6.2","1.4","-1.7","1.3","4","26.9","13.4","0.1","23.6","76.2","01","linear","tm","2","middle","se","dorm1","sao_paulo"
"54.8","-90.3","10.5","4.7","3.9","6.1","6.7","4.7","17.5","3.9","-1.5","1.7","5.2","27.4","13.5","0.4","22.4","77.2","01","linear","tm","2","middle","se","dorm2","sao_paulo"
"43.8","-70.8","11.3","4.5","3.6","5.3","3.6","3.6","14.5","1.7","-1.2","2.3","4.3","27.4","13.5","4","15","80.9","01","linear","tm","2","middle","se","liv","sao_paulo"
"42.8","-67.1","6.6","1.9","3.2","2.6","-2.2","4","6.3","1.4","-1.7","1.4","4","26.9","13.4","0.2","23.6","76.2","01","linear","tm","2","middle","sw","dorm1","sao_paulo"
"54.8","-90.1","10.5","4.7","4","4.7","6.7","6.1","17.5","4","-1.5","1.7","5.2","27.3","13.5","0.4","22.4","77.2","01","linear","tm","2","middle","sw","dorm2","sao_paulo"
"43.8","-70.5","11.3","4.4","3.6","3.6","3.6","5.3","14.3","1.7","-1.2","2.2","4.3","27.4","13.6","4","15","81","01","linear","tm","2","middle","sw","liv","sao_paulo"
"41.7","-108.8","24.5","11.4","11","18.8","12.1","14.2","18.5","37.6","0.7","3.1","5.8","32.2","19.2","10.1","0","89.9","01","linear","tm","2","corner","ne","dorm1","sorriso"
"44.5","-114.7","24.3","11.3","13.1","15.2","11.8","17.5","42.7","11.8","0.8","3.4","6.2","31.8","19.8","8.6","0","91.4","01","linear","tm","2","corner","ne","dorm2","sorriso"
"31.7","-109.2","19.4","8.8","9.9","10","10.3","9.5","33.9","5.7","0.3","4.5","6.9","31.6","19.9","48","0","52","01","linear","tm","2","corner","ne","liv","sorriso"
"41.7","-118.9","23.9","11","10.8","14","11.9","17.8","18.2","36.3","0.8","3.1","6.5","31.9","19.6","9.5","0","90.5","01","linear","tm","2","corner","nw","dorm1","sorriso"
"44.5","-125.8","24.5","11.4","13.2","17.8","11.8","15.3","42.9","15.2","0.8","3.4","7","31.8","20.1","8.2","0","91.8","01","linear","tm","2","corner","nw","dorm2","sorriso"
"31.6","-102","18.6","8.4","9.3","9","9.8","9.4","32.2","5.3","0.2","4.3","5.9","31.4","19.6","50.2","0","49.8","01","linear","tm","2","corner","nw","liv","sorriso"
"42.5","-103.3","19.2","9.4","8.4","18.7","12.4","11.5","15.4","35.6","0.1","2.8","6.2","31.6","17.7","8.1","0","91.9","01","linear","tm","2","corner","se","dorm1","sorriso"
"45.5","-106.8","17.4","8.3","7.7","12","11.6","14.8","35.8","10.3","0.1","3","6.6","31.3","18","6.5","0","93.5","01","linear","tm","2","corner","se","dorm2","sorriso"
"32.3","-100.1","18.5","8.6","8.6","9.5","12.8","8.1","33.2","5.9","0.5","4.2","7","31","18.4","36.5","0","63.5","01","linear","tm","2","corner","se","liv","sorriso"
"42.5","-116.4","18.5","9","8.3","11.3","11.9","17.6","15.2","33.9","0.2","2.8","6.9","31.9","17.7","7.6","0","92.4","01","linear","tm","2","corner","sw","dorm1","sorriso"
"45.5","-120.9","17.4","8.4","7.8","14.9","11.7","11.9","36","10.4","0.2","3","7.4","31.4","18.1","6.1","0","93.9","01","linear","tm","2","corner","sw","dorm2","sorriso"
"32.1","-88.1","17.1","7.8","7.8","7.4","12","8.5","30.5","5.2","0.3","3.8","5.5","31.2","18.4","38","0","62","01","linear","tm","2","corner","sw","liv","sorriso"
"34.1","-90.9","13.5","6.1","2","8.6","12","4.7","19.1","8.2","0.1","1.8","4.3","31","20.1","4.3","0","95.7","01","linear","tm","2","middle","ne","dorm1","sorriso"
"43.3","-123.6","23.3","10.5","13.2","11.8","16.1","10.4","35.3","16.1","0.4","3.1","5.6","32","20.3","8.4","0","91.6","01","linear","tm","2","middle","ne","dorm2","sorriso"
"34.3","-95.5","18.9","9","5.7","8.2","10.1","6.9","24.4","6.5","0.3","4","4.6","31.5","20","53.6","0","46.4","01","linear","tm","2","middle","ne","liv","sorriso"
"34.1","-90.9","13.5","6.1","1.9","4.6","12","8.7","19.1","8.2","0.1","1.8","4.2","31","20","4.3","0","95.7","01","linear","tm","2","middle","nw","dorm1","sorriso"
"43.3","-123.6","23.3","10.5","13.2","10.3","16.1","11.8","35.3","16.1","0.4","3.1","5.6","32","20.2","8.5","0","91.5","01","linear","tm","2","middle","nw","dorm2","sorriso"
"34.3","-95.5","18.9","9","5.7","6.9","10.1","8.3","24.4","6.5","0.3","4","4.6","31.5","20","53.8","0","46.2","01","linear","tm","2","middle","nw","liv","sorriso"
"34.8","-76.8","9.9","4","7.4","5.9","0.8","5","14.4","4.7","-0.6","2.3","3.9","30.4","19.5","2.7","0","97.3","01","linear","tm","2","middle","se","dorm1","sorriso"
"44.4","-102.6","14.6","6.9","9.7","8.5","9.6","7.3","25.4","9.7","-0.1","2.3","5.2","31.2","19.6","4.9","0","95.1","01","linear","tm","2","middle","se","dorm2","sorriso"
"35.3","-80.3","14.8","6.4","6.7","7.2","5.8","5.2","20.7","4.2","-0.1","3.3","4.3","31","19.4","31.2","0","68.8","01","linear","tm","2","middle","se","liv","sorriso"
"34.8","-76.9","9.9","4","7.4","5","0.8","5.9","14.4","4.8","-0.6","2.2","4","30.4","19.5","2.7","0","97.3","01","linear","tm","2","middle","sw","dorm1","sorriso"
"44.4","-102.6","14.6","6.9","9.6","7.2","9.6","8.5","25.3","9.6","-0.1","2.3","5.2","31.2","19.6","4.9","0","95.1","01","linear","tm","2","middle","sw","dorm2","sorriso"
"35.3","-80.3","14.8","6.4","6.7","5.2","5.8","7.2","20.7","4.1","-0.1","3.3","4.3","31","19.4","31.2","0","68.8","01","linear","tm","2","middle","sw","liv","sorriso"
"35.2","-124.7","24.2","11.6","12.6","22","12.2","14.1","18.5","42.3","0.6","3.3","5.3","33.7","24.7","11.3","0","88.7","01","linear","tm","2","corner","ne","dorm1","teresina"
"37.6","-129.8","22.9","10.8","13.5","14.9","11.6","17.9","42.9","11.6","0.6","3.5","5.6","33.2","24.9","8.3","0","91.7","01","linear","tm","2","corner","ne","dorm2","teresina"
"27.5","-101.1","19.4","8.9","11","10.2","9.8","8.4","33.2","6.3","0.4","4.4","5.2","32.9","24.6","68","0","32","01","linear","tm","2","corner","ne","liv","teresina"
"35.3","-116.2","23.2","11.1","12.2","13.7","12.2","20.3","18","40.5","0.8","3.1","5","33.2","24.7","9.6","0","90.4","01","linear","tm","2","corner","nw","dorm1","teresina"
"37.8","-121.6","22.7","10.8","13.1","17.7","11.9","14.7","41.8","15.5","0.8","3.4","5.4","33","24.9","6.7","0","93.3","01","linear","tm","2","corner","nw","dorm2","teresina"
"27.9","-103.1","19","8.6","10.9","8.7","9.9","10","33.4","6.2","0.4","4.4","5.7","32.7","24.5","62.6","0","37.4","01","linear","tm","2","corner","nw","liv","teresina"
"35.5","-127.1","21.8","10.7","10.4","21.9","13.3","13","17.3","41.3","0.3","3.2","6.1","34.2","24","9.5","0","90.5","01","linear","tm","2","corner","se","dorm1","teresina"
"38.1","-130.8","19.8","9.5","9.6","13.5","12.9","16.7","40.1","12.6","0.3","3.3","6.4","33.9","24","7.4","0","92.6","01","linear","tm","2","corner","se","dorm2","teresina"
