"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"53.9","-121.1","20.2","7.9","7.3","10.6","7.4","14.2","18.1","21.4","-0.8","0","5.9","29","11","0","38.2","61.8","03","linear","tv","2","corner","ne","dorm1","curitiba"
"57.3","-148.7","23.3","10.6","14","18.5","8.1","17.4","47.8","8.1","-0.9","0","6.7","27.8","12","0","31.6","68.4","03","linear","tv","2","corner","ne","dorm2","curitiba"
"41.4","-117.1","20.7","9.2","12.2","10.4","10.6","12.4","40.5","5.2","0","0","8.8","27.6","11.3","2.6","24.5","72.9","03","linear","tv","2","corner","ne","liv","curitiba"
"53.9","-119.5","19.7","7.7","7.3","13.9","7.5","9.7","17.7","20.7","-0.7","0","5.8","28.7","10.9","0","38.3","61.7","03","linear","tv","2","corner","nw","dorm1","curitiba"
"57.3","-149.3","23.4","10.6","14.1","17.7","8.1","18.6","48.1","10.4","-0.9","0","6.7","27.9","12","0","31.6","68.4","03","linear","tv","2","corner","nw","dorm2","curitiba"
"40.9","-110","19.3","8.3","11.4","11.5","9.8","9.1","37.6","4.2","-0.4","0","6.9","27.4","10.5","2","23.2","74.8","03","linear","tv","2","corner","nw","liv","curitiba"
"54","-107.2","14.6","5.9","3.4","9.9","9.7","11.1","14","20","-1.6","0","5.5","28.9","10.5","0","41.8","58.2","03","linear","tv","2","corner","se","dorm1","curitiba"
"57.6","-116.3","14.5","7.1","4","12.4","9.6","12.2","32.1","6.1","-1.3","0","5.8","27.4","11.4","0","39.9","60.1","03","linear","tv","2","corner","se","dorm2","curitiba"
"41.7","-105.4","18","7.4","8.6","9.1","10.3","10.4","34.1","4.3","-0.2","0","8.4","27.6","11.1","1.5","30.2","68.3","03","linear","tv","2","corner","se","liv","curitiba"
"54","-105.8","14.1","5.8","3.4","10.8","9.7","9","13.7","19.3","-1.5","0","5.4","28.7","10.5","0","42","58","03","linear","tv","2","corner","sw","dorm1","curitiba"
"57.6","-116.8","14.6","7.1","4","12.6","9.6","12.5","32.4","6.3","-1.4","0","5.8","27.5","11.4","0","39.8","60.2","03","linear","tv","2","corner","sw","dorm2","curitiba"
"41.3","-97.9","16.4","6.5","7.7","9.4","9.4","7.7","31","3.2","-0.7","0","6.4","27.5","11","1.4","28.1","70.5","03","linear","tv","2","corner","sw","liv","curitiba"
"44.1","-96.7","14","6.5","5.1","8.8","9.8","8.8","25.6","6.9","-0.5","0","4.5","26.5","11.7","0","36.8","63.2","03","linear","tv","2","middle","ne","dorm1","curitiba"
"56.3","-146.5","23.3","10.4","19.4","12.8","12","12.8","45.1","12","-1","0","6.6","28","11.9","0","31.8","68.2","03","linear","tv","2","middle","ne","dorm2","curitiba"
"44.1","-122.4","22.6","10.2","15.3","10.5","9.9","10.4","41.5","4.7","-0.8","0","5.6","27.9","12.2","5.6","15.4","78.9","03","linear","tv","2","middle","ne","liv","curitiba"
"44.1","-96.7","14","6.5","5.1","8.8","9.8","8.8","25.6","6.9","-0.5","0","4.5","26.5","11.7","0","36.8","63.2","03","linear","tv","2","middle","nw","dorm1","curitiba"
"56.3","-146.5","23.3","10.4","19.4","12.8","12","12.8","45.1","12","-1","0","6.6","28","11.9","0","31.8","68.2","03","linear","tv","2","middle","nw","dorm2","curitiba"
"44.1","-122.4","22.6","10.2","15.3","10.4","9.9","10.5","41.5","4.7","-0.8","0","5.6","27.9","12.2","5.6","15.4","79","03","linear","tv","2","middle","nw","liv","curitiba"
