"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-68.3","21.4","11.8","8.3","12","8.2","12.4","16.4","24.5","-0.3","2.7","4.3","30.2","10.4","0","45.9","54.1","04","linear","tv","5","corner","ne","dorm1","curitiba"
"57.7","-76.4","23","12.4","12.9","14.3","8.5","16.4","41.3","8.5","-0.2","3.2","4.6","29.3","10.8","0","41.8","58.2","04","linear","tv","5","corner","ne","dorm2","curitiba"
"41.5","-143.2","23.2","14","14","10.7","11.2","12.7","43.4","5.3","0.2","4.4","13.8","29.6","10.2","6.5","26.6","66.9","04","linear","tv","5","corner","ne","liv","curitiba"
"54.1","-105.2","20.5","11","7.7","12","7.6","10.1","16","21.4","-0.4","2.8","6.2","30","9.7","0","44.4","55.6","04","linear","tv","5","corner","nw","dorm1","curitiba"
"57.6","-118.2","23","11.9","13.2","16.8","8.1","14","41.7","10.4","-0.4","3.3","6.7","29.2","10.3","0","39.8","60.2","04","linear","tv","5","corner","nw","dorm2","curitiba"
"41","-118.4","20.7","11.8","12.4","11.3","9.5","8.7","37.9","4","-0.4","3.7","8.9","29.6","9.2","7.8","24.4","67.8","04","linear","tv","5","corner","nw","liv","curitiba"
"54.2","-52.3","16.2","11.2","4.4","11.3","9.9","9.8","13.1","22.3","-1.1","2.3","3.3","30.3","9.7","0","48.4","51.6","04","linear","tv","5","corner","se","dorm1","curitiba"
"57.8","-57.2","16","11.3","4.4","10.7","10.4","12.7","32.1","6","-1.1","2.6","3.5","29.4","10.4","0","45.9","54.1","04","linear","tv","5","corner","se","dorm2","curitiba"
"41.8","-136.3","20.9","14","9.7","10","12.9","11.6","39","5","0.1","4","13.7","29.6","10.2","5.7","31","63.4","04","linear","tv","5","corner","se","liv","curitiba"
"54.1","-94.5","15.1","10.4","3.8","9.2","9.2","9.3","12.5","19","-1.3","2.4","5.7","30.3","9.9","0","47","52.9","04","linear","tv","5","corner","sw","dorm1","curitiba"
