"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-68.3","20","9","5.8","12","9.2","11.5","14.9","23.5","-0.2","2.4","4.2","28.5","10.8","0","45","55","04","linear","ref","4","corner","ne","dorm1","curitiba"
"57.8","-77.3","21.7","10.5","11.1","13","9.6","14.3","36.4","9.6","-0.1","2.9","4.4","27.4","11.4","0","40.6","59.4","04","linear","ref","4","corner","ne","dorm2","curitiba"
"41.8","-133.3","21.7","9.4","12.5","9.9","10.8","11.5","39.8","4.9","0.1","3.9","12.6","27.6","10.8","2.2","29.4","68.4","04","linear","ref","4","corner","ne","liv","curitiba"
"54.2","-101.3","19.1","8.4","5.4","11.3","8.7","9.2","14.9","19.7","-0.3","2.5","6","28.5","10.2","0","43.8","56.2","04","linear","ref","4","corner","nw","dorm1","curitiba"
"57.8","-115.1","21.7","10.6","11.7","15.2","9.2","12.9","37.6","11.4","-0.2","3","6.5","27.2","11","0","38.7","61.3","04","linear","ref","4","corner","nw","dorm2","curitiba"
"41.4","-110.4","19.3","8.2","11.1","10.2","9.1","7.8","34.8","3.4","-0.3","3.3","8.1","27.5","10.1","1.9","26.7","71.4","04","linear","ref","4","corner","nw","liv","curitiba"
"54.3","-52","15.3","6.7","3.3","12.8","9.6","8.1","10.8","22.9","-1","1.9","3.2","28.6","10.1","0","48.5","51.5","04","linear","ref","4","corner","se","dorm1","curitiba"
"57.9","-57.1","14.4","6.8","3.5","9","8.7","10.5","26.8","4.8","-0.9","2.2","3.4","27.4","10.9","0","45.4","54.6","04","linear","ref","4","corner","se","dorm2","curitiba"
"42.2","-123","19.3","8.6","8.3","9.4","11.1","10","33.9","4.9","0.2","3.4","12.4","27.5","10.8","1.2","34","64.8","04","linear","ref","4","corner","se","liv","curitiba"
"54.3","-89","14.2","6.1","2.8","7.8","9.1","9.9","10.7","18.8","-1.1","2","5.4","28.6","10.5","0","47.5","52.5","04","linear","ref","4","corner","sw","dorm1","curitiba"
"57.9","-98.1","14.3","6.9","3.1","11.3","9.3","8.7","27.8","4.5","-1.1","2.3","5.8","27.4","11.3","0","42.9","57.1","04","linear","ref","4","corner","sw","dorm2","curitiba"
"41.8","-95.8","16.4","7.2","6.4","8.5","9.4","7.1","28.1","3.3","-0.4","2.7","7.5","27.5","10.5","1.1","31.2","67.7","04","linear","ref","4","corner","sw","liv","curitiba"
"44.1","-98.6","13.4","5.6","0.3","8.1","9.8","8.1","20.2","6.2","-0.9","1.8","4.6","26.9","11.5","0","37.2","62.8","04","linear","ref","4","middle","ne","dorm1","curitiba"
"56.5","-131.2","20.3","9.7","12.4","11.4","10.8","9.3","33.1","10.8","-0.9","2.9","6","27.6","11.6","0","35.4","64.6","04","linear","ref","4","middle","ne","dorm2","curitiba"
"44.8","-104.9","20","9","10.2","9.4","8","6.3","29.3","4.5","-0.7","3.1","4.9","27.3","11.7","3.2","19.6","77.2","04","linear","ref","4","middle","ne","liv","curitiba"
"44.1","-97.9","13.4","5.6","0.2","8.1","9.8","8.1","20.1","6.1","-0.9","1.7","4.6","26.9","11.5","0","37.1","62.9","04","linear","ref","4","middle","nw","dorm1","curitiba"
"56.5","-130.4","20.3","9.6","12.4","9.3","10.7","11.3","32.9","10.7","-1","2.9","6","27.6","11.7","0","35.4","64.6","04","linear","ref","4","middle","nw","dorm2","curitiba"
"44.8","-103.8","19.9","8.9","10.1","6.2","7.9","9.3","29","4.5","-0.7","3","4.9","27.2","11.7","3.2","19.6","77.2","04","linear","ref","4","middle","nw","liv","curitiba"
"44.3","-72.7","7.5","3.2","4.1","4.9","-4.7","4.2","6.6","1.9","-1.5","1.4","3.9","26.6","11.2","0","45.9","54.1","04","linear","ref","4","middle","se","dorm1","curitiba"
"56.8","-100","11.8","6","3.8","7.3","7.7","5.1","20.1","3.8","-1.3","1.9","5.2","27.1","11.3","0","43.3","56.7","04","linear","ref","4","middle","se","dorm2","curitiba"
"45.8","-79.2","13.7","6.4","3.9","6.2","7.1","4.1","19.7","1.6","-1","2","4.2","27.1","11.4","0.6","31.4","68","04","linear","ref","4","middle","se","liv","curitiba"
