"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-79.1","22.9","10","10.3","13.8","8.3","11.5","15.3","28.7","-0.5","2.6","4.6","28.6","10.8","0","40.6","59.4","01","linear","sf","2","corner","ne","dorm1","curitiba"
"57.8","-86.7","24.3","10.9","12.5","13.4","8.8","16.4","39.5","8.8","-0.4","3","4.9","28.4","11.2","0","38.7","61.3","01","linear","sf","2","corner","ne","dorm2","curitiba"
"41.4","-123.7","19.7","7.7","9.6","7.9","8","8.5","29.8","4.3","-0.3","4.4","10.9","28.1","10.7","4","23.6","72.4","01","linear","sf","2","corner","ne","liv","curitiba"
"54.2","-110.7","22.6","9.8","10","11.3","8.1","12.9","15.1","27.3","-0.6","2.8","6.3","28.6","10.4","0","39.3","60.7","01","linear","sf","2","corner","nw","dorm1","curitiba"
"57.7","-121.5","24.4","11","12.7","16.7","8.8","13.5","40","11.6","-0.5","3.2","6.7","28.4","10.6","0","37","63","01","linear","sf","2","corner","nw","dorm2","curitiba"
"40.9","-105.2","18.3","7","8.8","7.6","7.3","7.1","27.1","3.7","-0.7","3.7","7.6","28.3","9.4","4","21.5","74.5","01","linear","sf","2","corner","nw","liv","curitiba"
"54.3","-60.5","15.2","6.7","5.1","10.2","7.9","7.8","10.5","20.6","-1.3","2","3.6","28.4","10.3","0","45.7","54.3","01","linear","sf","2","corner","se","dorm1","curitiba"
"57.9","-65.8","15.5","7","5.2","8.8","8.7","11","26.7","7","-1.3","2.2","3.9","28.1","10.6","0","43.8","56.2","01","linear","sf","2","corner","se","dorm2","curitiba"
"41.8","-112.8","17.6","7","7","7","9.4","7.2","26.7","3.9","-0.2","3.8","10.5","28.1","10.4","2.5","29.9","67.6","01","linear","sf","2","corner","se","liv","curitiba"
"54.3","-94.1","14.9","6.5","4.9","7.6","7.6","9.3","10.4","19.2","-1.4","2.1","5.6","28.6","10.2","0","44","56","01","linear","sf","2","corner","sw","dorm1","curitiba"
"57.9","-102.6","15.5","7.1","5.2","11.3","8.9","8.9","27.3","7","-1.4","2.4","5.9","28.1","10.5","0","42.2","57.8","01","linear","sf","2","corner","sw","dorm2","curitiba"
"41.4","-90.9","16","6","6.1","6.3","8.4","6","23.6","3.2","-0.7","3.1","6.8","28.3","10","2.6","27.3","70","01","linear","sf","2","corner","sw","liv","curitiba"
"44.1","-101.3","16","6.6","7.4","7.1","8.6","6.9","24.6","5.4","-1.1","2","5","28","11.4","0","36.7","63.3","01","linear","sf","2","middle","ne","dorm1","curitiba"
"56.6","-135.6","24.2","10.6","14.2","11.7","12.5","11.5","37.4","12.5","-1.1","3.2","6.6","28.8","11.3","0","34.7","65.3","01","linear","sf","2","middle","ne","dorm2","curitiba"
"44.5","-106.1","20.8","8.9","8.1","7.8","7.7","6.8","25.7","4.7","-0.9","3.7","5.4","28.2","11.2","6","17.2","76.8","01","linear","sf","2","middle","ne","liv","curitiba"
"44.1","-101","16","6.5","7.4","6.9","8.5","7.1","24.5","5.4","-1.1","2","5","28","11.4","0","36.6","63.4","01","linear","sf","2","middle","nw","dorm1","curitiba"
"56.6","-135.3","24.2","10.6","14.2","11.5","12.5","11.7","37.4","12.5","-1.1","3.2","6.6","28.8","11.3","0","34.7","65.3","01","linear","sf","2","middle","nw","dorm2","curitiba"
"44.5","-105.6","20.9","8.9","8.1","6.7","7.7","8","26","4.7","-0.9","3.6","5.3","28.2","11.2","6","17.2","76.9","01","linear","sf","2","middle","nw","liv","curitiba"
"44.3","-78.7","10.2","3.6","4.8","4.4","3.4","4.6","14.3","2.8","-1.7","1.7","4.3","27.2","10.6","0","43.4","56.6","01","linear","sf","2","middle","se","dorm1","curitiba"
"56.8","-106.6","14.6","6.8","7.3","7.6","9.2","7.4","24.3","7.3","-1.6","2.2","5.7","27.9","10.4","0","41.8","58.2","01","linear","sf","2","middle","se","dorm2","curitiba"
"45.4","-83.3","14.7","5.5","4.9","5.4","5.8","4.6","18","2.8","-1.3","2.7","4.6","27.7","10.4","1.8","27.1","71.1","01","linear","sf","2","middle","se","liv","curitiba"
"44.3","-79.7","10.2","3.6","4.8","4.5","3.5","4.4","14.4","2.8","-1.8","1.7","4.3","27.2","10.6","0","43.3","56.7","01","linear","sf","2","middle","sw","dorm1","curitiba"
