"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-78.8","19.7","7.9","5.7","12","9.3","11.2","14.7","23.5","-0.4","2.4","4.3","28.5","11.1","0","42.8","57.2","02","linear","ref","2","corner","ne","dorm1","curitiba"
"57.7","-89.2","21.5","9.4","11.2","12.7","9.7","14.4","36.2","9.7","-0.3","2.9","4.6","27.3","11.7","0","38.5","61.5","02","linear","ref","2","corner","ne","dorm2","curitiba"
"41.6","-130.9","20.6","9.1","12.5","9.8","10.6","11.4","39.2","5.1","0","3.8","10.3","27.5","11.4","2.5","26.1","71.4","02","linear","ref","2","corner","ne","liv","curitiba"
"54.1","-109.2","19.1","7.5","5.6","11.2","9.1","9.4","14.9","20.3","-0.4","2.5","5.9","28.4","10.7","0","41.9","58.1","02","linear","ref","2","corner","nw","dorm1","curitiba"
"57.7","-123.7","21.7","9.7","11.9","15.5","9.6","12.7","37.8","11.9","-0.3","3.1","6.4","27.3","11.5","0","36.8","63.2","02","linear","ref","2","corner","nw","dorm2","curitiba"
"41.2","-108.2","18.5","7.9","11.1","10.2","9.1","7.8","34.5","3.6","-0.4","3.3","7","27.3","10.6","2","24.4","73.6","02","linear","ref","2","corner","nw","liv","curitiba"
"54.2","-62.4","14.5","6.2","3","12.9","10.6","7.6","10.3","23.9","-1.2","1.9","3.5","28.5","10.5","0","46.7","53.3","02","linear","ref","2","corner","se","dorm1","curitiba"
"57.8","-68.1","13.5","5.8","3.3","8.4","8.5","10.3","25.8","4.7","-1.1","2.1","3.7","27.3","11.3","0","43.7","56.3","02","linear","ref","2","corner","se","dorm2","curitiba"
"42","-117.7","17.7","7.4","7.7","9","10.5","9.5","31.9","4.8","0","3.1","10","27.4","11.3","1.2","32","66.8","02","linear","ref","2","corner","se","liv","curitiba"
"54.2","-95.4","13.8","5.7","2.9","7.6","10.5","10.3","10.5","20.7","-1.2","2","5.4","28.5","10.6","0","45.8","54.2","02","linear","ref","2","corner","sw","dorm1","curitiba"
"57.8","-104.5","13.7","6.1","3.1","11.4","9.2","8.5","27.3","4.9","-1.2","2.3","5.8","27.2","11.7","0","41.9","58.1","02","linear","ref","2","corner","sw","dorm2","curitiba"
"41.6","-92.1","15.4","6.2","6.1","8.1","9.1","6.8","26.9","3.3","-0.5","2.6","6.4","27.4","11","1","30.1","68.9","02","linear","ref","2","corner","sw","liv","curitiba"
"44.1","-100.3","13.4","5.5","0.5","8.3","11","8.4","21","7.3","-0.8","1.8","4.8","26.8","11.7","0","36.9","63.1","02","linear","ref","2","middle","ne","dorm1","curitiba"
"56.6","-133.9","21.1","9.1","12.8","11.7","12.6","9.6","34","12.6","-0.8","3","6.3","27.6","11.8","0","35.1","64.9","02","linear","ref","2","middle","ne","dorm2","curitiba"
"44.8","-106.8","19.8","9","10.3","9.5","8.8","6.4","29.8","5.2","-0.6","3.1","5.1","27.2","11.9","2.7","19","78.2","02","linear","ref","2","middle","ne","liv","curitiba"
"44.1","-99.9","13.4","5.4","0.5","8.4","11","8.3","20.9","7.2","-0.8","1.8","4.7","26.8","11.7","0","36.8","63.2","02","linear","ref","2","middle","nw","dorm1","curitiba"
