"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-71.4","23.8","10.5","10.7","14.2","8.5","11.9","15.8","29.6","-0.4","2.7","4.6","28.9","10.8","0","42.4","57.6","04","linear","sf","4","corner","ne","dorm1","curitiba"
"57.9","-78.4","25.3","11.4","12.8","13.8","9","16.9","40.7","9","-0.3","3.1","4.9","28.7","11.1","0","40.1","59.9","04","linear","sf","4","corner","ne","dorm2","curitiba"
"41.5","-129.2","22.3","8.2","10.9","8.6","8.7","9.9","33.4","4.7","-0.1","4","13.7","28.4","10.2","4.4","24.7","70.9","04","linear","sf","4","corner","ne","liv","curitiba"
"54.2","-106.2","23.4","10.2","10.4","11.6","8.2","13.2","15.5","27.9","-0.6","2.9","6.4","28.7","9.8","0","40.5","59.5","04","linear","sf","4","corner","nw","dorm1","curitiba"
"57.8","-116.8","25.2","11.5","13","17.2","8.9","13.9","41.1","11.9","-0.5","3.3","6.9","28.5","9.9","0","38.1","61.9","04","linear","sf","4","corner","nw","dorm2","curitiba"
"41","-112","20.8","7.5","10.1","9.2","7.9","7.8","30.9","4.1","-0.6","3.5","9.1","28.6","8.7","4.5","22","73.5","04","linear","sf","4","corner","nw","liv","curitiba"
"54.3","-51.6","16.9","7","5.6","10.8","8.8","8.4","11.3","22.3","-1.2","2.1","3.4","28.6","9.9","0","47.1","52.9","04","linear","sf","4","corner","se","dorm1","curitiba"
"58","-56.1","17.2","7.2","5.7","9.5","9.2","11.7","28.4","7.6","-1.1","2.4","3.6","28.3","10.1","0","45.4","54.6","04","linear","sf","4","corner","se","dorm2","curitiba"
"42","-118.8","19.9","7.3","7.6","7.6","9.7","8.7","29.2","4.3","0","3.4","13.2","28.4","10.1","3.1","31.2","65.6","04","linear","sf","4","corner","se","liv","curitiba"
"54.3","-90.2","16.2","6.8","5.2","8.1","8.4","9.8","11","20.5","-1.4","2.2","5.7","28.8","10.2","0","44.9","55.1","04","linear","sf","4","corner","sw","dorm1","curitiba"
"57.9","-98.4","16.9","7.3","5.6","12","9.4","9.4","28.8","7.5","-1.4","2.5","6","28.5","10.5","0","42.7","57.3","04","linear","sf","4","corner","sw","dorm2","curitiba"
"41.4","-97.2","17.9","6.5","6.7","7.8","8.7","6.6","26.2","3.6","-0.6","2.8","8.1","28.6","9.4","3.3","27.6","69.1","04","linear","sf","4","corner","sw","liv","curitiba"
"44","-109.6","18.3","7.5","9.9","7.9","9.5","9.8","31.1","6","-1.4","2.2","5.1","28.5","11.5","0","34.1","65.9","04","linear","sf","4","middle","ne","dorm1","curitiba"
"56.5","-143.2","24.6","11.1","14.6","12","12.4","11.8","38.4","12.4","-1.5","3.4","6.7","29.1","11.3","0","33.4","66.6","04","linear","sf","4","middle","ne","dorm2","curitiba"
"44.1","-114.4","23.4","9.7","11.6","9.3","8.4","7.4","31.7","5.1","-1.2","3.4","5.4","28.7","11.2","8.5","15.1","76.4","04","linear","sf","4","middle","ne","liv","curitiba"
"44","-109","18.3","7.4","9.9","9.7","9.5","7.9","31.1","6","-1.4","2.2","5","28.5","11.5","0","34","66","04","linear","sf","4","middle","nw","dorm1","curitiba"
"56.5","-142.3","24.6","11.1","14.6","11.8","12.4","12","38.4","12.4","-1.5","3.4","6.6","29.1","11.3","0","33.3","66.7","04","linear","sf","4","middle","nw","dorm2","curitiba"
"44.1","-113.2","23.3","9.6","11.6","7.4","8.4","9.3","31.6","5","-1.2","3.4","5.4","28.6","11.2","8.6","15.2","76.2","04","linear","sf","4","middle","nw","liv","curitiba"
"44.2","-82.3","11.3","4.3","5.3","4.8","3.8","5.8","16.6","3.1","-1.9","1.8","4.2","27.8","10.6","0","42","58","04","linear","sf","4","middle","se","dorm1","curitiba"
"56.7","-111.7","15.6","7.1","7.6","8.1","9.8","7.8","25.6","7.6","-1.9","2.3","5.7","28.4","10.5","0","40.4","59.6","04","linear","sf","4","middle","se","dorm2","curitiba"
"45.1","-88.2","16.6","6.5","5.5","6.3","8.1","5.1","22","3.2","-1.4","2.3","4.6","28.4","10.4","3.8","25.7","70.5","04","linear","sf","4","middle","se","liv","curitiba"
"44.2","-83.6","11.3","4.3","5.3","5.8","3.9","4.8","16.7","3.1","-1.9","1.9","4.3","27.8","10.6","0","41.8","58.2","04","linear","sf","4","middle","sw","dorm1","curitiba"
"56.7","-111.3","15.6","7.1","7.6","7.8","9.8","8.1","25.7","7.6","-1.8","2.3","5.7","28.4","10.4","0","40.4","59.6","04","linear","sf","4","middle","sw","dorm2","curitiba"
"45.1","-87.7","16.5","6.4","5.5","5.1","8.1","6.3","21.8","3.1","-1.4","2.3","4.6","28.4","10.4","3.8","25.8","70.5","04","linear","sf","4","middle","sw","liv","curitiba"
"45.7","-107.1","24.1","11","11.1","14.9","9","12.3","16.3","30.9","0","3","5.2","34.6","16.4","29.9","1.1","69","04","linear","sf","4","corner","ne","dorm1","rio_de_janeiro"
"48.6","-117.2","25.5","12","13.3","14.1","9.4","17.6","42.1","9.4","0.1","3.4","5.5","34.5","16.7","32.1","0.8","67.1","04","linear","sf","4","corner","ne","dorm2","rio_de_janeiro"
"34.3","-110.4","20.8","8.7","10.7","8.3","8.4","9.7","32.4","4.6","-0.2","3.7","8.1","34","16.4","53.3","0","46.7","04","linear","sf","4","corner","ne","liv","rio_de_janeiro"
"46","-105.8","23.9","11","11","12.2","9","14.3","16.2","30.3","0.2","3","5.8","34.5","16.4","28.6","1.2","70.2","04","linear","sf","4","corner","nw","dorm1","rio_de_janeiro"
"48.8","-115.2","25.5","12.2","13.4","17.9","9.7","14.4","42.5","12.9","0.3","3.4","6.2","34.3","16.7","30.7","0.8","68.5","04","linear","sf","4","corner","nw","dorm2","rio_de_janeiro"
"34.3","-106.8","20.4","8.2","10.2","9.3","8.1","8","31.3","4.4","-0.2","3.6","8","34.1","16.4","53.6","0","46.4","04","linear","sf","4","corner","nw","liv","rio_de_janeiro"
