"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.5","-79.9","12.4","9.4","8.5","11.7","7","9.5","12.6","24.2","-0.5","2.2","4.6","27.6","11.4","0","42.2","57.8","04","linear","sf","1","corner","ne","dorm1","curitiba"
"58.1","-87.3","12.7","10.3","10.3","11","7.4","13.7","32.7","7.4","-0.4","2.6","4.9","27.4","11.8","0","40.3","59.7","04","linear","sf","1","corner","ne","dorm2","curitiba"
"41.4","-111.6","16","7.3","9","7.1","7.1","8.3","27.6","4","-0.3","3.2","8.6","26.7","11.4","1","20.8","78.3","04","linear","sf","1","corner","ne","liv","curitiba"
"54.5","-105.1","12.7","9.5","8.5","9.5","7","11.2","12.7","23.6","-0.5","2.4","6","27.7","11.2","0","42","58","04","linear","sf","1","corner","nw","dorm1","curitiba"
"58.1","-114.7","12.8","10.6","10.6","14.1","7.5","11.3","33.5","10","-0.4","2.7","6.4","27.4","11.4","0","39.9","60.1","04","linear","sf","1","corner","nw","dorm2","curitiba"
"41.1","-94.1","13.5","6.8","8.2","7.5","6.4","6.3","25","3.4","-0.6","2.8","6.3","26.8","10.3","1.2","20.1","78.7","04","linear","sf","1","corner","nw","liv","curitiba"
"54.6","-65.1","8.8","6","4.1","8.7","7","6.4","8.6","17.7","-1.3","1.6","3.9","26.5","10.9","0","46.5","53.5","04","linear","sf","1","corner","se","dorm1","curitiba"
"58.2","-70.9","9.2","6.2","4.2","7.2","7.1","9.1","22","5.7","-1.3","1.9","4.1","26.3","11.1","0","45.5","54.5","04","linear","sf","1","corner","se","dorm2","curitiba"
"41.9","-98.5","12.6","6","5.8","6","7.5","6.8","22.6","3.4","-0.2","2.5","8.3","26.3","11.2","0.1","29","70.9","04","linear","sf","1","corner","se","liv","curitiba"
"54.6","-90.6","9.1","6.1","4.2","6.4","7","8.2","8.7","17.1","-1.3","1.8","5.4","26.9","10.9","0","45.9","54.1","04","linear","sf","1","corner","sw","dorm1","curitiba"
"58.2","-98.6","9.3","6.5","4.3","9.5","7.4","7.4","22.7","5.9","-1.4","2","5.8","26.4","11.2","0","44.4","55.6","04","linear","sf","1","corner","sw","dorm2","curitiba"
"41.5","-79.5","10.2","5.5","5","6","6.7","5.1","20","2.8","-0.6","2.1","5.7","26.7","10.7","0.3","26.8","72.9","04","linear","sf","1","corner","sw","liv","curitiba"
"44.5","-92.7","8.7","7.5","7.8","6.4","8","7.9","24.8","5.3","-0.8","1.7","4.9","27","11.9","0","39.6","60.4","04","linear","sf","1","middle","ne","dorm1","curitiba"
"57.1","-119.9","10.1","10.7","11.5","9.5","10.4","9.4","30.5","10.4","-0.8","2.7","6.4","27.5","11.7","0","39.5","60.5","04","linear","sf","1","middle","ne","dorm2","curitiba"
"44.9","-95.7","10.7","9.3","9.2","7.4","6.8","6","25.1","4.3","-0.6","2.8","5.2","27.2","11.7","1.4","17.1","81.5","04","linear","sf","1","middle","ne","liv","curitiba"
"44.5","-92.3","8.6","7.5","7.8","7.8","8","6.4","24.7","5.2","-0.8","1.7","4.9","27","11.9","0","39.7","60.3","04","linear","sf","1","middle","nw","dorm1","curitiba"
"57.1","-119.4","9.9","10.7","11.5","9.4","10.4","9.5","30.4","10.4","-0.8","2.7","6.4","27.5","11.7","0","39.5","60.5","04","linear","sf","1","middle","nw","dorm2","curitiba"
"44.9","-95.1","10.5","9.2","9.2","5.9","6.8","7.4","25","4.2","-0.6","2.7","5.2","27.2","11.7","1.4","17.1","81.5","04","linear","sf","1","middle","nw","liv","curitiba"
"44.6","-71.3","5.4","4","4.1","3.6","2.8","4.4","12.4","2.5","-1.5","1.5","4.2","25.4","11.2","0","46.7","53.3","04","linear","sf","1","middle","se","dorm1","curitiba"
"57.2","-94.1","5.8","6.4","5.7","5.9","7.2","5.8","18.9","5.7","-1.4","1.7","5.5","25.8","11","0","46","54","04","linear","sf","1","middle","se","dorm2","curitiba"
"45.8","-74","6.7","5.7","4","4.6","5.9","3.7","15.8","2.3","-1","1.7","4.5","25.8","11","0","28.9","71.1","04","linear","sf","1","middle","se","liv","curitiba"
