"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54","-71.8","22.1","11.9","8.6","13","9","12.8","16.9","26.5","-0.1","2.9","4.2","29.4","10.7","0","42.1","57.9","02","linear","tm","5","corner","ne","dorm1","curitiba"
"57.6","-78.6","23.7","12.5","12.7","14.4","9.2","16.4","41","9.2","-0.1","3.3","4.5","29","10.9","0","40.3","59.7","02","linear","tm","5","corner","ne","dorm2","curitiba"
"41.6","-146.5","23.7","14.2","14.4","11.4","11.9","13.1","44.9","6","0.2","4.5","13.7","29.4","10.3","5.8","28.5","65.7","02","linear","tm","5","corner","ne","liv","curitiba"
"54","-109.8","21.1","11.2","8.1","12.4","8.3","11","16.5","23.3","-0.3","2.9","6.1","29","10.4","0","40.6","59.3","02","linear","tm","5","corner","nw","dorm1","curitiba"
"57.5","-121.4","23.7","12.1","13.2","17","8.8","14.1","41.9","11.3","-0.3","3.4","6.7","28.9","10.7","0","38.3","61.6","02","linear","tm","5","corner","nw","dorm2","curitiba"
"41.1","-120.3","21.1","11.9","12.7","11.5","10","9.2","39","4.4","-0.3","3.8","8.8","29.3","9.5","6.8","26.6","66.6","02","linear","tm","5","corner","nw","liv","curitiba"
"54.1","-55.8","17","11.4","5","12.3","10.6","10.1","13.5","24.4","-1","2.5","3.3","29.4","10.5","0","45","55","02","linear","tm","5","corner","se","dorm1","curitiba"
"57.7","-59.6","16.8","11.4","4.9","10.9","10.4","12.9","32.4","6.7","-1","2.7","3.5","29","10.7","0","44.8","55.2","02","linear","tm","5","corner","se","dorm2","curitiba"
"41.9","-139.8","22","14.2","10.2","10.7","13.3","12","40.4","5.7","0.2","4.1","13.6","29.3","10.3","5.2","32","62.8","02","linear","tm","5","corner","se","liv","curitiba"
"54","-98.6","15.8","10.5","4.2","9.5","9.9","10.2","13","20.8","-1.2","2.5","5.6","29.2","10.5","0","42.8","57.1","02","linear","tm","5","corner","sw","dorm1","curitiba"
"57.6","-106.9","16.6","10.9","4.4","13.4","11","10.5","33.1","6.2","-1.3","2.8","6.1","29.1","10.9","0","41.4","58.6","02","linear","tm","5","corner","sw","dorm2","curitiba"
"41.4","-108.2","18.9","11.7","7.9","10.1","11.2","8.2","33.4","4","-0.5","3.2","8.2","29.3","10.1","5.6","30.3","64.2","02","linear","tm","5","corner","sw","liv","curitiba"
"43.8","-105.6","15.2","8.5","4.3","8.6","9.3","9.5","26.2","5.4","-1","2","4.6","28.6","11.2","0","36.1","63.9","02","linear","tm","5","middle","ne","dorm1","curitiba"
"56.2","-138.6","22","10.3","13.8","12.1","10.7","10.7","36.5","10.7","-1.1","3.2","6.1","28.9","11.2","0","34.9","65","02","linear","tm","5","middle","ne","dorm2","curitiba"
"44.4","-110.7","20.8","10.3","11.3","9.9","8.2","7","31.8","4.6","-0.9","3.4","5","29.2","11.1","9.8","20.2","70","02","linear","tm","5","middle","ne","liv","curitiba"
"43.8","-104.9","15.1","8.5","4.2","9.4","9.2","8.5","26.1","5.3","-1.1","2","4.6","28.6","11.2","0","36","64","02","linear","tm","5","middle","nw","dorm1","curitiba"
"56.2","-137.6","21.9","10.2","13.7","10.6","10.6","12","36.3","10.6","-1.1","3.1","6","28.9","11.2","0.1","34.9","65.1","02","linear","tm","5","middle","nw","dorm2","curitiba"
"44.4","-109.5","20.7","10.3","11.1","6.9","8.2","9.8","31.4","4.6","-0.9","3.3","4.9","29.2","11.1","9.8","20.2","70","02","linear","tm","5","middle","nw","liv","curitiba"
"44","-85.1","10.5","8","4.8","6","-1.4","6.2","13.5","2","-1.8","2.2","4.1","28.5","10.9","0","42.3","57.7","02","linear","tm","5","middle","se","dorm1","curitiba"
"56.4","-114.8","14.5","9.5","4.9","8.8","9.9","7.1","25.8","4.9","-1.7","2.3","5.4","28.9","11","0","40.7","59.3","02","linear","tm","5","middle","se","dorm2","curitiba"
"45.1","-91.3","16.4","9.8","5","7.4","8.9","5.3","24.3","2.3","-1.3","2.6","4.4","29.2","10.9","6.8","28.9","64.3","02","linear","tm","5","middle","se","liv","curitiba"
"44","-86.1","10.5","8","4.7","6.2","-1.2","5.9","13.7","2","-1.8","2.2","4.1","28.4","10.9","0","42.2","57.8","02","linear","tm","5","middle","sw","dorm1","curitiba"
"56.4","-114.5","14.5","9.6","4.9","7.2","9.9","8.8","26","4.9","-1.7","2.3","5.4","28.9","11","0","40.7","59.3","02","linear","tm","5","middle","sw","dorm2","curitiba"
"45.1","-90.9","16.3","9.8","5","5.2","8.7","7.4","24","2.3","-1.3","2.6","4.4","29.2","10.9","6.8","29","64.3","02","linear","tm","5","middle","sw","liv","curitiba"
"44.9","-120.7","24","14.1","9.8","15.2","10.5","14.2","19","30.8","0.1","3.4","5.1","35.6","16.9","35.3","0.5","64.2","02","linear","tm","5","corner","ne","dorm1","rio_de_janeiro"
"47.7","-131.9","25.9","14.8","15","15.9","10.8","19.1","47.2","10.8","0.2","3.8","5.5","35.4","17.2","37.2","0.4","62.5","02","linear","tm","5","corner","ne","dorm2","rio_de_janeiro"
"34","-127.8","23.2","14.9","14.4","10.9","11.3","13.1","44","5.7","0.1","4.3","8.2","35.7","16.8","54.4","0","45.6","02","linear","tm","5","corner","ne","liv","rio_de_janeiro"
"45.1","-117.6","23.7","14.4","9.9","14.3","10.8","14.1","19","30.1","0.3","3.3","5.7","35.4","16.9","34.6","0.6","64.8","02","linear","tm","5","corner","nw","dorm1","rio_de_janeiro"
"47.9","-129","26.3","15.4","15","19.7","11.3","16.2","47.7","14.5","0.4","3.9","6.2","35.2","17.1","36.4","0.4","63.3","02","linear","tm","5","corner","nw","dorm2","rio_de_janeiro"
"34","-125","23","14.9","14.3","12.9","11.4","10.6","43.8","5.5","0","4.3","8.1","35.7","16.8","53.9","0","46.1","02","linear","tm","5","corner","nw","liv","rio_de_janeiro"
"45.3","-114.2","18.5","13.9","5.9","15","12.8","11.4","15.6","29.4","-0.9","3","6.5","35.7","16.3","33.3","1.2","65.5","02","linear","tm","5","corner","se","dorm1","rio_de_janeiro"
"48.3","-121","18.3","14","5.8","12.3","12.9","15.7","38.9","7.8","-0.9","3.3","6.9","35.5","16.4","34.4","1.3","64.3","02","linear","tm","5","corner","se","dorm2","rio_de_janeiro"
"34.5","-111.8","21","14.7","9.1","9.9","12.9","11.6","38.2","5.3","-0.1","3.7","7","35.8","16.3","49.4","0","50.6","02","linear","tm","5","corner","se","liv","rio_de_janeiro"
"45.5","-104.2","18.1","14.2","6.2","11.4","12.7","13.8","15.5","28.6","-0.7","2.9","6.6","35.5","16.3","32.3","1.4","66.3","02","linear","tm","5","corner","sw","dorm1","rio_de_janeiro"
"48.5","-111","18.5","14.4","6.2","15.9","12.7","12.5","38.6","8.6","-0.7","3.2","7.1","35.4","16.4","33.5","1.4","65.1","02","linear","tm","5","corner","sw","dorm2","rio_de_janeiro"
"34.6","-113.7","21","15.2","9.4","11.6","12.9","9.9","38.5","5.3","-0.1","3.8","8","35.8","16.3","48.6","0","51.4","02","linear","tm","5","corner","sw","liv","rio_de_janeiro"
"36.4","-113.6","17.8","12","7.1","10.2","12.7","11.5","33.4","8.1","-0.4","2.4","4.7","34.5","17.3","37.2","0.3","62.5","02","linear","tm","5","middle","ne","dorm1","rio_de_janeiro"
"46.6","-148.8","25.6","14","16.3","14.3","15.3","12.8","43.4","15.3","-0.2","3.7","6.2","34.8","17.3","38.5","0.3","61.2","02","linear","tm","5","middle","ne","dorm2","rio_de_janeiro"
"36.5","-120","23.6","14","13.5","11.5","10.7","8.4","37.6","6.6","-0.1","4.1","5","35.1","17","59.8","0","40.2","02","linear","tm","5","middle","ne","liv","rio_de_janeiro"
"36.4","-113.7","17.8","12","7.1","11.5","12.7","10.2","33.4","8.1","-0.4","2.4","4.7","34.5","17.3","37.2","0.3","62.5","02","linear","tm","5","middle","nw","dorm1","rio_de_janeiro"
"46.6","-148.8","25.6","14","16.4","12.8","15.3","14.3","43.4","15.3","-0.2","3.8","6.2","34.8","17.3","38.5","0.3","61.2","02","linear","tm","5","middle","nw","dorm2","rio_de_janeiro"
"36.5","-120","23.6","14","13.5","8.4","10.7","11.5","37.6","6.6","-0.1","4.1","5","35.1","17","59.8","0","40.2","02","linear","tm","5","middle","nw","liv","rio_de_janeiro"
"37.1","-91.6","12.4","11.2","6.9","7.1","0.9","7.7","19","3.6","-1.4","2.9","4.2","34.7","16.2","32.4","1.8","65.8","02","linear","tm","5","middle","se","dorm1","rio_de_janeiro"
"47.4","-121.1","16.5","13","7.8","10.5","11.9","8.8","31.2","7.8","-1.1","2.8","5.6","35.2","16.2","34.3","1.6","64.1","02","linear","tm","5","middle","se","dorm2","rio_de_janeiro"
"37.5","-98.2","18.4","13.2","6.7","8.7","10.6","6.4","28.9","3.5","-0.8","3.2","4.5","35.4","16","50.2","0","49.8","02","linear","tm","5","middle","se","liv","rio_de_janeiro"
"37.1","-91.5","12.3","11.2","6.9","7.7","0.8","7.1","18.9","3.6","-1.4","2.9","4.3","34.7","16.2","32.4","1.8","65.8","02","linear","tm","5","middle","sw","dorm1","rio_de_janeiro"
