"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.1","-80.3","20.6","8.6","7.7","12.1","8.4","11.3","15","24.5","-0.3","2.5","4.4","28.3","11.2","0","41.3","58.7","02","linear","tv","2","corner","ne","dorm1","curitiba"
"57.7","-89.8","22.3","9.9","11.9","13","8.7","15.3","38","8.7","-0.2","3","4.7","27.4","11.8","0","38","62","02","linear","tv","2","corner","ne","dorm2","curitiba"
"41.5","-130.2","20.6","9.1","12.2","9.5","9.9","11.1","37.8","4.8","0","3.9","10.3","27.6","11.2","2.8","25.6","71.6","02","linear","tv","2","corner","ne","liv","curitiba"
"54.1","-111.7","20.1","8.2","7.5","11.2","8","10.4","15","22.2","-0.4","2.6","6","28.2","10.8","0","40.4","59.6","02","linear","tv","2","corner","nw","dorm1","curitiba"
"57.7","-125","22.5","10.2","12.5","16.1","8.6","13.1","39.3","11.1","-0.3","3.2","6.5","27.4","11.4","0","36","64","02","linear","tv","2","corner","nw","dorm2","curitiba"
"41.1","-109","18.8","8.1","11.1","10.1","8.7","7.9","34","3.7","-0.4","3.3","7","27.5","10.3","2.3","23.6","74","02","linear","tv","2","corner","nw","liv","curitiba"
"54.2","-62.8","14.8","6.4","4.1","11.3","9.6","8.1","10.9","22.2","-1.1","2","3.5","28.3","10.6","0","46","54","02","linear","tv","2","corner","se","dorm1","curitiba"
"57.8","-68.4","14.2","6.3","3.9","8.7","8.7","10.7","26.6","5.4","-1.1","2.2","3.8","27.4","11.3","0","43.3","56.7","02","linear","tv","2","corner","se","dorm2","curitiba"
"42","-117.1","17.8","7.5","7.8","8.3","10.3","9.3","31.3","4.4","0","3.2","10","27.5","11.1","1.3","31.5","67.2","02","linear","tv","2","corner","se","liv","curitiba"
"54.2","-96.8","14.1","6","3.8","7.9","9.3","9.7","10.9","19.9","-1.2","2.1","5.5","28.3","10.6","0","44.5","55.5","02","linear","tv","2","corner","sw","dorm1","curitiba"
"57.8","-105.6","14.3","6.5","3.9","11.5","9.2","8.8","27.9","5.6","-1.2","2.4","5.8","27.4","11.4","0","41.3","58.7","02","linear","tv","2","corner","sw","dorm2","curitiba"
"41.5","-93","15.8","6.4","6.4","8.2","9.1","6.7","27.1","3.2","-0.5","2.6","6.5","27.5","10.9","1.2","29.5","69.3","02","linear","tv","2","corner","sw","liv","curitiba"
"44.1","-104.1","14.7","6.3","4.9","8.1","9.6","9","25.6","5.9","-0.8","1.9","4.9","27","11.8","0","35.7","64.3","02","linear","tv","2","middle","ne","dorm1","curitiba"
"56.5","-138","22.2","9.8","13.9","12","11.6","10.9","36.7","11.6","-0.8","3.2","6.4","27.7","11.9","0","34","66","02","linear","tv","2","middle","ne","dorm2","curitiba"
"44.7","-110.1","20.6","9.4","11.2","9.6","8.3","7","31.3","4.8","-0.6","3.2","5.2","27.4","11.9","3.6","18.2","78.2","02","linear","tv","2","middle","ne","liv","curitiba"
"44.1","-103.7","14.7","6.3","4.9","9","9.6","8.1","25.6","5.9","-0.8","1.9","4.8","27","11.8","0","35.6","64.4","02","linear","tv","2","middle","nw","dorm1","curitiba"
"56.5","-137.4","22.2","9.7","13.8","10.9","11.6","11.9","36.6","11.6","-0.8","3.2","6.4","27.7","11.9","0","33.9","66.1","02","linear","tv","2","middle","nw","dorm2","curitiba"
"44.7","-109.3","20.6","9.4","11.1","7","8.3","9.6","31.1","4.7","-0.6","3.2","5.2","27.4","11.9","3.6","18.2","78.2","02","linear","tv","2","middle","nw","liv","curitiba"
"44.3","-76.5","8.4","2.7","4.4","4.7","-1.1","4.7","10.5","2.2","-1.5","1.5","4.1","26.5","11.2","0","44.7","55.3","02","linear","tv","2","middle","se","dorm1","curitiba"
"56.8","-104.4","12.9","5.8","5.3","7.6","8.5","6.3","22.4","5.3","-1.3","2","5.5","27","11.2","0","42.5","57.5","02","linear","tv","2","middle","se","dorm2","curitiba"
"45.7","-82.4","14.2","5.7","4.6","6.3","7.5","4.6","20.8","2.3","-1","2.1","4.5","27.1","11.2","0.5","30.5","69","02","linear","tv","2","middle","se","liv","curitiba"
"44.3","-77.2","8.5","2.7","4.3","4.7","-0.9","4.7","10.6","2.2","-1.5","1.5","4.1","26.5","11.2","0","44.6","55.4","02","linear","tv","2","middle","sw","dorm1","curitiba"
"56.8","-104.2","12.9","5.9","5.4","6.4","8.6","7.6","22.5","5.4","-1.3","2","5.5","27","11.2","0","42.5","57.5","02","linear","tv","2","middle","sw","dorm2","curitiba"
"45.7","-82.1","14.2","5.7","4.6","4.5","7.4","6.3","20.6","2.3","-1","2.1","4.5","27","11.2","0.5","30.6","68.9","02","linear","tv","2","middle","sw","liv","curitiba"
