"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-77.6","18.3","9.1","7.3","12.9","9.1","11","14.2","26.1","0","2.4","4.1","26.9","11.6","0","39.6","60.4","00","linear","tm","2","corner","ne","dorm1","curitiba"
"57.9","-83.8","18.9","9.7","10.2","12.1","9.1","13.5","33.7","9.1","0","2.7","4.4","26.3","12","0","38.6","61.4","00","linear","tm","2","corner","ne","dorm2","curitiba"
"41.9","-122.7","18","7.5","9.1","8.9","9.6","9.4","32.3","4.7","0.1","4.3","10","26.6","11.5","0.3","29.2","70.6","00","linear","tm","2","corner","ne","liv","curitiba"
"54.2","-107.2","17.5","8.8","7.1","10.8","8.8","11.2","14.2","23.7","-0.1","2.5","5.8","26.6","11.6","0","38.5","61.5","00","linear","tm","2","corner","nw","dorm1","curitiba"
"57.8","-116.7","18.9","10","10.8","14.2","9.1","12.2","34.9","11.4","0","2.8","6.2","26.3","11.8","0","37","63","00","linear","tm","2","corner","nw","dorm2","curitiba"
"41.5","-100.4","15.5","6.5","7.9","7.9","8.1","7.2","27.6","3.5","-0.3","3.6","6.7","26.4","10.6","0.2","27.4","72.4","00","linear","tm","2","corner","nw","liv","curitiba"
"54.2","-63.3","13.8","6","4.4","11.8","7.9","7.7","10.4","21.4","-0.9","2","3.5","26.9","11.3","0","43.4","56.6","00","linear","tm","2","corner","se","dorm1","curitiba"
"57.9","-67.1","13.1","5.6","4","8.1","8","9.8","24.6","5.3","-1","2.1","3.7","26.3","11.6","0","43.1","56.9","00","linear","tm","2","corner","se","dorm2","curitiba"
"42.2","-114.5","17.3","6.8","7.6","8.2","11.4","7.6","30.3","4.5","0.1","3.8","9.8","26.6","11.6","0.2","33.1","66.7","00","linear","tm","2","corner","se","liv","curitiba"
"54.2","-95","13","5.7","4.1","7.5","7.6","10.1","10.3","19","-1","2","5.3","26.8","11.5","0","42.1","57.9","00","linear","tm","2","corner","sw","dorm1","curitiba"
"57.9","-101.8","13.1","5.9","4","10.6","8.6","8.1","25.9","5.4","-1.1","2.2","5.7","26.2","11.9","0","41.3","58.7","00","linear","tm","2","corner","sw","dorm2","curitiba"
"41.9","-88.9","14.4","5.8","6","6","9.8","6.4","24.9","3.2","-0.4","3","6.3","26.4","11.1","0.1","31.6","68.3","00","linear","tm","2","corner","sw","liv","curitiba"
"44.3","-89.2","11","4.9","0","7.3","9.4","3.4","13.9","6.1","-0.5","1.5","4.5","25.5","12","0","39.5","60.5","00","linear","tm","2","middle","ne","dorm1","curitiba"
"56.8","-121.1","17.8","9.7","11.2","10.1","12.5","8.7","30","12.5","-0.4","2.7","5.9","26.3","12.1","0","36.3","63.7","00","linear","tm","2","middle","ne","dorm2","curitiba"
"45.4","-93.5","15.8","7.5","4.3","6.4","8.1","5.8","19.5","5","-0.3","3.3","4.8","26.1","12.1","0.1","23.6","76.4","00","linear","tm","2","middle","ne","liv","curitiba"
"44.3","-89","10.9","4.9","-0.1","3.3","9.3","7.3","13.8","6.1","-0.5","1.5","4.4","25.5","12","0","39.4","60.6","00","linear","tm","2","middle","nw","dorm1","curitiba"
"56.8","-121","17.8","9.7","11.2","8.7","12.5","10.1","30","12.5","-0.4","2.7","5.9","26.3","12.1","0","36.2","63.8","00","linear","tm","2","middle","nw","dorm2","curitiba"
"45.4","-93.3","15.8","7.6","4.3","5.8","8.1","6.9","19.9","5","-0.3","3.3","4.8","26.1","12.1","0.1","23.5","76.4","00","linear","tm","2","middle","nw","liv","curitiba"
"44.4","-73.4","8.2","2.6","4.4","4.6","-1.3","3.6","9","2.3","-1.4","1.6","4","25.4","11.9","0","44.4","55.6","00","linear","tm","2","middle","se","dorm1","curitiba"
"56.9","-99.1","11.7","5.3","5.3","6.8","7.5","5.5","19.8","5.3","-1.1","1.8","5.3","25.9","11.7","0","42.7","57.3","00","linear","tm","2","middle","se","dorm2","curitiba"
"46.1","-77.2","12.6","4.8","4.4","5.4","4.3","4","15.8","2.3","-0.9","2.6","4.3","26","11.7","0","32.9","67.1","00","linear","tm","2","middle","se","liv","curitiba"
"44.4","-74.2","8.1","2.6","4.3","3.5","-1.2","4.6","9","2.2","-1.4","1.6","4","25.4","11.9","0","44.3","55.7","00","linear","tm","2","middle","sw","dorm1","curitiba"
"56.9","-99.3","11.7","5.3","5.3","5.5","7.6","6.8","19.9","5.3","-1.1","1.8","5.3","25.9","11.7","0","42.6","57.4","00","linear","tm","2","middle","sw","dorm2","curitiba"
"46.1","-77.5","12.7","4.9","4.4","4","4.3","5.9","16.3","2.3","-0.9","2.6","4.3","25.9","11.7","0","32.9","67.1","00","linear","tm","2","middle","sw","liv","curitiba"
"45.4","-112.3","19.5","10.4","8.6","15.9","11","12.1","15.9","31.8","0.5","2.7","5.1","32.6","17.3","32.5","0.2","67.3","00","linear","tm","2","corner","ne","dorm1","rio_de_janeiro"
"48.4","-120.3","19.9","10.8","11.6","13.2","11","15.4","37.7","11","0.6","3.1","5.5","32","17.5","32.6","0.1","67.2","00","linear","tm","2","corner","ne","dorm2","rio_de_janeiro"
"34.8","-100.8","16.1","7.7","8.5","8.3","8.9","8.1","29.2","4.7","0.1","3.9","6.2","32.2","17.2","46.2","0","53.8","00","linear","tm","2","corner","ne","liv","rio_de_janeiro"
"45.6","-106.7","19.2","10","8.5","12","11.1","14.2","15.6","30.2","0.7","2.7","5.3","32.4","17.3","31.4","0.3","68.3","00","linear","tm","2","corner","nw","dorm1","rio_de_janeiro"
