"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"53.9","-116.3","19.2","7","5.3","9.9","8","13.6","17.4","19.4","-0.8","0","5.8","29.4","10.9","0","40.2","59.8","03","linear","ref","2","corner","ne","dorm1","curitiba"
"57.3","-146.7","22.5","10.1","13.8","18.3","8.4","16.9","47.4","8.4","-0.8","0","6.6","27.7","11.9","0","32.2","67.8","03","linear","ref","2","corner","ne","dorm2","curitiba"
"41.4","-118.3","20.5","9.2","12.5","10.8","11.1","12.6","41.2","5.8","0","0","8.8","27.4","11.6","2.2","25.2","72.6","03","linear","ref","2","corner","ne","liv","curitiba"
"53.9","-114.4","18.6","6.8","5.4","13.2","8.4","8.4","16.9","18.5","-0.6","0","5.7","29.1","10.8","0","40.2","59.8","03","linear","ref","2","corner","nw","dorm1","curitiba"
"57.3","-147.6","22.6","10.2","14","17.4","8.3","18.5","47.7","10.4","-0.9","0","6.6","27.8","11.9","0","32.1","67.9","03","linear","ref","2","corner","nw","dorm2","curitiba"
"41","-109.9","18.9","8.2","11.4","11.5","10.1","9.1","37.7","4.4","-0.4","0","6.9","27.1","10.8","1.6","24.1","74.3","03","linear","ref","2","corner","nw","liv","curitiba"
"54","-105.9","14.3","5.3","1.8","10.4","10.7","10.9","13.8","20","-1.7","0","5.5","29.4","10.5","0","43.1","56.9","03","linear","ref","2","corner","se","dorm1","curitiba"
"57.6","-113.7","13.8","6.6","3.2","12.1","9.3","12.2","31.3","5.5","-1.3","0","5.7","27.2","11.6","0","40.4","59.6","03","linear","ref","2","corner","se","dorm2","curitiba"
"41.8","-106.2","17.8","7.4","8.6","9.7","10.5","10.6","34.7","4.7","-0.2","0","8.4","27.4","11.3","1.1","31.1","67.8","03","linear","ref","2","corner","se","liv","curitiba"
"54","-104.2","13.8","5.2","2.1","10.6","11","8.9","13.3","19.2","-1.5","0","5.4","29.1","10.5","0","43.1","56.9","03","linear","ref","2","corner","sw","dorm1","curitiba"
"57.6","-114.5","13.9","6.7","3.1","12.7","9.4","12.2","31.6","5.8","-1.3","0","5.8","27.3","11.6","0","40.3","59.7","03","linear","ref","2","corner","sw","dorm2","curitiba"
"41.4","-97.3","16","6.4","7.5","9.4","9.4","7.9","31","3.2","-0.7","0","6.4","27.3","11.2","1","29","70","03","linear","ref","2","corner","sw","liv","curitiba"
"44.2","-91.1","12.7","5.7","1.1","8.1","11.5","8.1","20","8.9","-0.4","0","4.4","26.2","11.5","0","38.9","61.1","03","linear","ref","2","middle","ne","dorm1","curitiba"
"56.3","-145.2","22.6","9.9","19.3","12.8","12.2","12.8","44.9","12.2","-1","0","6.5","27.9","11.8","0","32.3","67.7","03","linear","ref","2","middle","ne","dorm2","curitiba"
"44.2","-121.6","21.9","9.9","15.3","10.6","9.9","10.4","41.6","4.7","-0.8","0","5.5","27.7","12.3","4.4","16.3","79.3","03","linear","ref","2","middle","ne","liv","curitiba"
"44.2","-91.1","12.7","5.7","1.1","8.1","11.5","8.1","20","8.9","-0.4","0","4.4","26.2","11.5","0","38.9","61.1","03","linear","ref","2","middle","nw","dorm1","curitiba"
"56.3","-145.2","22.6","9.9","19.3","12.8","12.2","12.8","44.9","12.2","-1","0","6.5","27.9","11.8","0","32.3","67.7","03","linear","ref","2","middle","nw","dorm2","curitiba"
"44.2","-121.6","22","9.9","15.3","10.4","9.9","10.5","41.5","4.7","-0.8","0","5.5","27.7","12.3","4.4","16.3","79.3","03","linear","ref","2","middle","nw","liv","curitiba"
"44.3","-70.7","8.1","3.3","5.6","5","0.1","5","11.7","4","-0.7","0","3.8","25.8","11.3","0","46.2","53.8","03","linear","ref","2","middle","se","dorm1","curitiba"
"56.7","-107.9","13","6.2","5","8","12.1","8","28.1","5","-1.2","0","5.5","27.1","11.4","0","41.7","58.3","03","linear","ref","2","middle","se","dorm2","curitiba"
"45.2","-92.8","15.1","5.5","4.9","6.7","9.9","6.7","26.8","1.4","-1.2","0","4.8","27.3","11.8","0.9","27.5","71.7","03","linear","ref","2","middle","se","liv","curitiba"
"44.3","-70.7","8.1","3.3","5.6","5","0.1","5","11.7","4","-0.7","0","3.8","25.8","11.3","0","46.2","53.8","03","linear","ref","2","middle","sw","dorm1","curitiba"
"56.7","-107.9","13","6.2","5","8","12.1","8","28.1","5","-1.2","0","5.5","27.1","11.4","0","41.7","58.3","03","linear","ref","2","middle","sw","dorm2","curitiba"
"45.2","-92.8","15.1","5.5","4.9","6.7","9.9","6.7","26.8","1.4","-1.2","0","4.8","27.3","11.8","0.9","27.5","71.7","03","linear","ref","2","middle","sw","liv","curitiba"
"45.3","-124.9","22.2","8.5","7.3","14.4","10.7","16.1","20.6","28","-0.1","0","6","34.8","16.5","31.1","1","67.9","03","linear","ref","2","corner","ne","dorm1","rio_de_janeiro"
"47.6","-148.9","24.5","11","15.1","20","11.3","19","51.6","11.3","0","0","6.5","33.7","17.9","36.9","0","63.1","03","linear","ref","2","corner","ne","dorm2","rio_de_janeiro"
"34.1","-112.1","20.2","9.7","12.6","11.3","11.4","12.7","41.6","6.4","0","0","6.2","33.4","17.4","52.1","0","47.9","03","linear","ref","2","corner","ne","liv","rio_de_janeiro"
"45.4","-121.5","21.3","8.3","7.4","15.4","11.2","12","19.7","26.4","0.1","0","5.8","34.9","16.4","30.6","1.1","68.3","03","linear","ref","2","corner","nw","dorm1","rio_de_janeiro"
"47.5","-150.3","24.8","11.1","15.3","19.8","11.2","20.3","52.3","14.3","0","0","6.6","33.7","17.9","37.1","0","62.9","03","linear","ref","2","corner","nw","dorm2","rio_de_janeiro"
"34.3","-107.9","19.1","9","11.9","12","11","10.2","39.3","5.9","0.1","0","6.3","33.1","17.3","50.9","0","49.1","03","linear","ref","2","corner","nw","liv","rio_de_janeiro"
"45.7","-112.4","16.5","6.6","3.3","14.7","13.5","12.9","16.3","28.2","-1.2","0","5.7","35","16","29.2","1.8","69","03","linear","ref","2","corner","se","dorm1","rio_de_janeiro"
"48.7","-110.7","14.4","7.1","4.8","12.8","9.8","13.4","33.1","7.9","-0.6","0","5.6","33","16.3","30.7","1.8","67.6","03","linear","ref","2","corner","se","dorm2","rio_de_janeiro"
