"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.3","-68.1","19.9","8","5.9","12","9.2","11.4","14.9","23.6","-0.2","2.4","4.1","28.3","10.9","0","45.1","54.9","02","linear","ref","4","corner","ne","dorm1","curitiba"
"57.9","-77.1","21.6","9.4","11.1","12.9","9.5","14.4","36.4","9.5","-0.1","2.9","4.4","27.1","11.5","0","40.7","59.3","02","linear","ref","4","corner","ne","dorm2","curitiba"
"41.8","-132.8","21","9.3","12.8","10.2","10.8","11.6","40.1","5.2","0.2","3.9","12.6","27.2","11","2","28.7","69.3","02","linear","ref","4","corner","ne","liv","curitiba"
"54.3","-100.8","19","7.4","5.6","11.2","8.7","9.2","14.8","19.9","-0.3","2.4","6","28.2","10.2","0","43.7","56.3","02","linear","ref","4","corner","nw","dorm1","curitiba"
"57.8","-114.6","21.6","9.6","11.7","15.3","9.2","12.8","37.5","11.4","-0.2","3","6.5","27.1","11","0","38.6","61.4","02","linear","ref","4","corner","nw","dorm2","curitiba"
"41.4","-110.3","18.8","8.1","11.3","10.3","9.2","8.1","35.2","3.7","-0.3","3.3","8.2","27.2","10.1","1.6","26","72.5","02","linear","ref","4","corner","nw","liv","curitiba"
"54.3","-51.3","14.7","6.3","3.4","12.9","10.6","7.9","10.6","24.2","-1","1.9","3.2","28.3","10.1","0","48.8","51.2","02","linear","ref","4","corner","se","dorm1","curitiba"
"58","-56","13.8","6","3.6","8.8","8.5","10.4","26.1","5.1","-0.9","2.1","3.3","27","10.9","0","45.9","54.1","02","linear","ref","4","corner","se","dorm2","curitiba"
"42.2","-120.9","18.3","7.7","8.2","9.4","10.9","9.8","33.2","5","0.2","3.3","12.4","27.2","10.9","0.9","34","65.1","02","linear","ref","4","corner","se","liv","curitiba"
"54.3","-87.9","13.7","5.6","2.9","7.7","10.1","10","10.5","20.1","-1.1","2","5.4","28.4","10.6","0","47.7","52.3","02","linear","ref","4","corner","sw","dorm1","curitiba"
"57.9","-96.6","13.7","6.1","3.2","11.3","9.1","8.6","27.2","4.9","-1.1","2.3","5.8","27.1","11.3","0","43.3","56.7","02","linear","ref","4","corner","sw","dorm2","curitiba"
"41.8","-94.3","15.7","6.3","6.3","8.3","9.2","7","27.5","3.4","-0.4","2.6","7.5","27.2","10.5","0.8","31.1","68.1","02","linear","ref","4","corner","sw","liv","curitiba"
"44.1","-97.6","13","5.2","0.2","8","9.9","8","19.9","6.3","-0.9","1.7","4.6","26.8","11.7","0","37.3","62.7","02","linear","ref","4","middle","ne","dorm1","curitiba"
"56.6","-130.1","20.5","8.7","12.3","11.3","10.9","9.2","32.8","10.9","-0.9","2.9","6","27.5","11.8","0","35.5","64.5","02","linear","ref","4","middle","ne","dorm2","curitiba"
"44.9","-103.9","19.3","8.7","10.1","9.3","8","6.2","29","4.6","-0.7","3","4.9","27.2","11.9","2.5","19.2","78.3","02","linear","ref","4","middle","ne","liv","curitiba"
"44.1","-97","12.9","5.1","0.2","8","9.8","8","19.8","6.2","-0.9","1.7","4.5","26.8","11.7","0","37.3","62.7","02","linear","ref","4","middle","nw","dorm1","curitiba"
