"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.2","-71.1","20.5","10.1","7.9","13.1","9.1","11.8","15.3","26.5","0","2.6","4.1","27.3","11.2","0","40.7","59.3","00","linear","tm","4","corner","ne","dorm1","curitiba"
"57.8","-77.2","21.6","10.9","11.2","13.1","9.2","14.6","36.6","9.2","0.1","2.9","4.4","26.8","11.5","0","39.7","60.3","00","linear","tm","4","corner","ne","dorm2","curitiba"
"42","-132.5","20.9","9.7","10.5","10","10.6","10.9","36.7","5.2","0.2","4.9","12.4","27.1","10.9","1.1","30.6","68.3","00","linear","tm","4","corner","ne","liv","curitiba"
"54.1","-105.1","19.5","9.6","7.5","11.5","8.6","11.2","15.1","23.6","-0.1","2.6","5.9","27.1","11.1","0","39.4","60.6","00","linear","tm","4","corner","nw","dorm1","curitiba"
"57.7","-115.2","21.6","11","11.7","15.2","9","13","37.6","11.3","0","3.1","6.4","26.7","11.2","0","37.7","62.3","00","linear","tm","4","corner","nw","dorm2","curitiba"
"41.6","-109.1","18.3","8.5","9.2","9","8.9","8.1","31.3","3.9","-0.3","4","8","27","10.1","0.9","28","71.2","00","linear","tm","4","corner","nw","liv","curitiba"
"54.2","-55.7","15.3","7.6","4.8","12.1","9.1","8.6","11.6","23","-0.8","2.2","3.2","27.4","10.9","0","44.2","55.8","00","linear","tm","4","corner","se","dorm1","curitiba"
"57.9","-59.2","14.7","7.4","4.5","9.2","8.9","11","27.6","6","-0.9","2.3","3.4","26.8","11.2","0","43.8","56.2","00","linear","tm","4","corner","se","dorm2","curitiba"
"42.3","-125.6","19.4","9.4","8.7","9.3","12.8","9.2","34.9","5.2","0.2","4.4","12.4","27.1","11","0.7","34.4","65","00","linear","tm","4","corner","se","liv","curitiba"
"54.2","-93.1","14.1","7","4.2","8.2","8.5","10.1","11.2","19.8","-1","2.2","5.4","27.2","11","0","42.4","57.6","00","linear","tm","4","corner","sw","dorm1","curitiba"
"57.8","-100.3","14.5","7.5","4.2","11.5","9.4","9","28.4","5.8","-1","2.4","5.8","26.8","11.5","0","41.1","58.9","00","linear","tm","4","corner","sw","dorm2","curitiba"
"41.9","-97","16.4","7.9","6.8","7.1","10.9","7.2","28.3","3.6","-0.3","3.5","7.5","27","10.6","0.5","31.6","67.9","00","linear","tm","4","corner","sw","liv","curitiba"
"44.2","-90.9","11.8","5.8","0.1","7.5","8.9","3.5","14.5","5.5","-0.6","1.6","4.4","26","11.6","0","39.1","60.9","00","linear","tm","4","middle","ne","dorm1","curitiba"
"56.6","-123.3","19.7","10.2","11.6","10.4","11.6","8.9","31","11.6","-0.6","2.8","5.8","26.6","11.7","0","35.8","64.2","00","linear","tm","4","middle","ne","dorm2","curitiba"
"45.3","-95.4","17.4","8.5","4.5","6.4","7.8","6","20.1","4.7","-0.5","3.5","4.7","26.7","11.6","1","24.3","74.7","00","linear","tm","4","middle","ne","liv","curitiba"
"44.2","-90.6","11.7","5.8","0","3.4","8.8","7.5","14.3","5.5","-0.7","1.6","4.3","26","11.6","0","39","61","00","linear","tm","4","middle","nw","dorm1","curitiba"
"56.6","-123.1","19.7","10.2","11.6","8.9","11.5","10.4","30.9","11.5","-0.6","2.8","5.7","26.6","11.8","0","35.7","64.3","00","linear","tm","4","middle","nw","dorm2","curitiba"
"45.3","-95","17.5","8.6","4.5","6","7.9","7","20.6","4.7","-0.5","3.5","4.7","26.6","11.7","1","24.3","74.7","00","linear","tm","4","middle","nw","liv","curitiba"
"44.3","-74.8","8.1","4","4.4","4.9","-1.1","3.7","9.8","2.1","-1.5","1.7","3.9","26","11.4","0","43.6","56.4","00","linear","tm","4","middle","se","dorm1","curitiba"
"56.8","-101.3","12.1","6.6","5.1","7.2","8","5.8","21","5.1","-1.3","1.9","5.2","26.5","11.6","0","41.9","58.1","00","linear","tm","4","middle","se","dorm2","curitiba"
"45.9","-79","13","6.3","4.4","5.3","4.5","4.3","16.4","2.2","-1","2.7","4.2","26.7","11.5","0.3","32.2","67.5","00","linear","tm","4","middle","se","liv","curitiba"
"44.3","-75.9","8","4","4.3","3.6","-1.1","4.9","9.7","2.1","-1.5","1.8","3.9","26","11.5","0","43.5","56.5","00","linear","tm","4","middle","sw","dorm1","curitiba"
"56.8","-101.7","12.1","6.6","5.1","5.9","8.1","7.2","21.2","5.1","-1.3","2","5.2","26.5","11.6","0","41.8","58.2","00","linear","tm","4","middle","sw","dorm2","curitiba"
