"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"54.6","-78.4","12.2","7.5","8.3","11.4","6.8","9.1","12.2","23.5","-0.5","2.2","4.5","27.3","11.5","0","42.9","57.1","02","linear","sf","1","corner","ne","dorm1","curitiba"
"58.2","-85.7","12.4","8.3","10","10.6","7.2","13.2","31.6","7.2","-0.4","2.5","4.8","27","11.9","0","41.2","58.8","02","linear","sf","1","corner","ne","dorm2","curitiba"
"41.5","-111.3","15.8","7.2","9.3","7.3","7.3","8.5","28.3","4.1","-0.1","3.2","8.6","26.4","11.6","0.6","20.5","79","02","linear","sf","1","corner","ne","liv","curitiba"
"54.5","-102.9","12.4","7.5","8.3","9.1","6.8","10.9","12.2","22.9","-0.4","2.3","5.9","27.3","11.3","0","43.1","56.9","02","linear","sf","1","corner","nw","dorm1","curitiba"
"58.2","-112.3","12.6","8.4","10.2","13.6","7.3","10.8","32.2","9.7","-0.4","2.6","6.3","27","11.5","0","41.2","58.8","02","linear","sf","1","corner","nw","dorm2","curitiba"
"41.2","-92.8","13.3","6.2","8.3","7.5","6.4","6.3","25.1","3.5","-0.5","2.7","6.2","26.6","10.5","0.9","19.7","79.4","02","linear","sf","1","corner","nw","liv","curitiba"
"54.6","-64.7","8.8","5.2","4.1","8.8","7.2","6.3","8.5","17.8","-1.3","1.6","3.9","26.1","11","0","47.1","52.9","02","linear","sf","1","corner","se","dorm1","curitiba"
"58.3","-70.4","9.1","5.4","4.2","7.1","7.1","9.1","21.7","5.7","-1.3","1.9","4.1","25.8","11.2","0","46.2","53.8","02","linear","sf","1","corner","se","dorm2","curitiba"
"41.9","-98.3","12.6","5.7","5.9","6","7.6","6.8","22.9","3.5","-0.2","2.5","8.3","25.8","11.3","0","27.9","72.1","02","linear","sf","1","corner","se","liv","curitiba"
"54.6","-89.5","9","5.2","4.1","6.3","7.1","8.2","8.6","17.2","-1.3","1.7","5.4","26.4","11.1","0","46.4","53.6","02","linear","sf","1","corner","sw","dorm1","curitiba"
"58.3","-97.3","9.2","5.5","4.3","9.4","7.3","7.3","22.3","5.9","-1.3","2","5.7","25.9","11.4","0","45.4","54.6","02","linear","sf","1","corner","sw","dorm2","curitiba"
"41.6","-78.4","10.1","4.6","5","5.9","6.6","5","19.6","2.8","-0.6","2.1","5.6","26.2","10.8","0.1","26","73.9","02","linear","sf","1","corner","sw","liv","curitiba"
"44.5","-88.8","8.5","5.5","7.3","6","7.6","7.4","23.3","5.1","-0.7","1.6","4.8","26.6","12","0","41.3","58.7","02","linear","sf","1","middle","ne","dorm1","curitiba"
