"il_hg","afn_hg","floor_hg","roof_hg","walls_s_hg","walls_e_hg","walls_n_hg","walls_w_hg","walls_int_hg","walls_ext_hg","windows_hg","doors_hg","air_change","top_max","top_min","ph_sup","ph_inf","phft","sim","typo","shell","level","position","orient","room","weather"
"53.9","-110.6","18.2","6.4","4.5","8.5","7","12.7","16.3","16.5","-0.9","0","5.5","29.2","10.8","0","41.2","58.8","03","linear","ref","4","corner","ne","dorm1","curitiba"
"57.3","-142.2","21.7","9.7","13.3","17.7","7.2","16.1","45.6","7.2","-1","0","6.3","27.6","11.9","0","32.7","67.3","03","linear","ref","4","corner","ne","dorm2","curitiba"
"41.8","-120.1","20.8","9.3","12.7","11","11.3","12.8","41.9","6","0.2","0","10.7","27.1","11.2","1.6","28.1","70.3","03","linear","ref","4","corner","ne","liv","curitiba"
"54","-109.2","17.7","6.3","4.7","12.4","7.3","7.3","15.9","15.8","-0.8","0","5.4","29","10.7","0","41","59","03","linear","ref","4","corner","nw","dorm1","curitiba"
"57.3","-143","21.9","9.7","13.4","16.5","7.1","17.8","45.9","8.9","-1","0","6.3","27.7","11.9","0","32.6","67.4","03","linear","ref","4","corner","nw","dorm2","curitiba"
"41.3","-111.5","19.1","8.3","11.6","11.7","10.2","9.3","38.3","4.6","-0.2","0","8.1","26.9","10.3","1.1","26","72.8","03","linear","ref","4","corner","nw","liv","curitiba"
"54","-100.8","13.4","4.8","1.2","9.1","9.7","10.1","12.8","17.3","-1.7","0","5.2","29.3","10.5","0","44.1","55.9","03","linear","ref","4","corner","se","dorm1","curitiba"
"57.6","-110.9","13.3","6.4","2.6","11.7","9","11.6","30.2","4.6","-1.4","0","5.5","27.1","11.6","0","40.6","59.4","03","linear","ref","4","corner","se","dorm2","curitiba"
"42.1","-108.5","18.2","7.6","8.9","10","10.8","10.9","35.5","5","0","0","10.3","27.1","10.8","0.9","33.4","65.7","03","linear","ref","4","corner","se","liv","curitiba"
"54.1","-99.6","13","4.7","1.5","9.9","9.9","7.8","12.4","16.7","-1.6","0","5.1","29","10.4","0","44.1","55.9","03","linear","ref","4","corner","sw","dorm1","curitiba"
