"int_conv_he","conv_hge_floor","conv_hge_roof","conv_hge_wall_s","conv_hge_wall_e","conv_hge_wall_n","conv_hge_wall_w","conv_hge_walls","conv_hge_windows","conv_hge_doors","afn_inf_sens_hge","afn_inf_sens_hle","afn_air_change","uncomf_hot","uncomf_cold","comf","temp_max","temp_95","typo","simp","wrap","storey","cond","dwel","room","weather"
-0.0235017626322028,-2.4580335731415,0.565885206143899,-0.11481056257175,-0.482509047044639,-0.495867768595037,0,-0.233644859813071,-0.200803212851408,0.813008130081298,0,0.221750867720782,0,100,NA,0,0.310559006211162,0,"Hip.","01","SF","Térreo","AFN","L","Dorm. N","Curitiba"
0,-1.76442536957558,0.320000000000005,-1.14942528735632,-0.793650793650794,-0.269541778975745,-1.19904076738609,-0.783392087739914,0,0.772200772200783,0,0.456088247772587,0,NA,0,-0.100300902708133,0,0,"Hip.","01","SF","Térreo","AFN","L","Dorm. S","Curitiba"
-0.238695133271458,-5.97579425113464,3.37146297411198,0.321027287319427,0.699300699300699,0.429799426934093,23.6348818255909,9.19399325773828,-0.549954170485801,-33.0612244897959,NA,-1.00432632880099,0,7.75510204081632,NA,-2.51655629139074,1.86915887850468,1.06007067137809,"Hip.","01","SF","Térreo","AFN","L","Sala","Curitiba"
-0.0229147571035669,-3.83031301482702,2.40778688524591,1.44317498496691,-0.30487804878047,-0.311203319502086,0.191387559808615,0.381219903691821,-1.72143974960877,0.636942675159245,-100,0.334299086249164,0,100,NA,-0.100100100100109,1.2539184952978,0.70175438596491,"Hip.","01","SF","Térreo","AFN","NE","Dorm. 1","Curitiba"
0,-3.39256865912763,2.11267605633802,1.63297045101088,0.187500000000007,-0.147492625368723,0.111607142857152,0.448095593726657,-1.47540983606557,0.63091482649842,0,0.193257461885321,0,100,NA,-0.100100100100109,0.940438871473368,0.350877192982461,"Hip.","01","SF","Térreo","AFN","NE","Dorm. 2","Curitiba"
-0.205286117526305,-4.93454179254783,4.27872860635697,26.8248175182482,NA,2.31935771632472,2.16138328530259,10.1517341040462,-0.651996740016298,-23.9789196310935,-100,-1.92773738708967,0,5.98006644518271,NA,-2.57510729613736,0.943396226415097,0.716845878136211,"Hip.","01","SF","Térreo","AFN","NE","Sala","Curitiba"
0,-3.86831275720165,2.40532241555782,1.50240384615385,0.0940733772342507,-0.414078674948231,-0.311769290724868,0.361736334405136,-1.88087774294671,0.307692307692312,-100,0.297044408139017,0,100,NA,-0.100100100100109,0.940438871473368,0.70175438596491,"Hip.","01","SF","Térreo","AFN","NO","Dorm. 1","Curitiba"
0,-3.39531123686338,2.11267605633802,1.63297045101088,0.0543773790103286,-0.147492625368723,0.192554557124508,0.447677672076101,-1.30932896890343,0.632911392405061,0,0.193215972520398,0,100,NA,-0.100100100100109,0.940438871473368,0.350877192982461,"Hip.","01","SF","Térreo","AFN","NO","Dorm. 2","Curitiba"
-0.205312459899899,-4.93702770780857,4.27611484422725,26.8693009118541,2.09205020920502,2.31729055258466,NA,10.1639935123446,-0.651996740016298,-24.1379310344828,-100,-1.9321809974678,0,5.62913907284768,NA,-2.43553008595989,0.943396226415097,0.716845878136211,"Hip.","01","SF","Térreo","AFN","NO","Sala","Curitiba"
0.0456308464521991,-0.786885245901632,-4.43786982248521,-3.82695507487521,-2.53292806484296,-10.4593639575972,-2.81173594132029,-5.75765506411934,0.283687943262415,-2.84552845528456,0,2.43105038142342,0,NA,NA,-0.0999999999999943,0.680272108843547,0.375939849624052,"Hip.","01","SF","Térreo","AFN","SE","Dorm. 1","Curitiba"
0.0455788514129418,-0.837089504185455,-3.53728489483747,-3.09523809523809,-2.3927392739274,-9.84503190519599,-2.42112986060162,-4.5199120449548,0.443131462333822,-2.36220472440944,100,2.01619433198381,-2.94117647058824,NA,NA,0,0.341296928327638,0,"Hip.","01","SF","Térreo","AFN","SE","Dorm. 2","Curitiba"
0,1.63170163170165,-2.82485875706215,-0.220750551876367,NA,12.1428571428571,-0.851581508515818,3.70599135268684,1.22699386503066,-38.1374722838138,0,0.731326327747812,0,3.59281437125749,NA,-0.720288115246092,0.660066006600658,0.375939849624052,"Hip.","01","SF","Térreo","AFN","SE","Sala","Curitiba"
0.0456308464521991,-0.754840827042997,-4.31372549019608,-3.80794701986754,-2.91262135922331,-10.296191819464,-2.52270433905146,-5.65545999478759,0.283687943262415,-2.43902439024391,0,2.36062280261174,0,NA,Inf,-0.0999999999999943,0.680272108843547,0.375939849624052,"Hip.","01","SF","Térreo","AFN","SO","Dorm. 1","Curitiba"
0.0455788514129418,-0.868725868725865,-3.53390639923591,-3.08788598574823,-2.48538011695907,-9.9271402550091,-2.47933884297521,-4.5166015625,0.295857988165664,-2.35294117647059,100,2.01570468712053,-2.94117647058824,NA,NA,0,0.341296928327638,0,"Hip.","01","SF","Térreo","AFN","SO","Dorm. 2","Curitiba"
-0.0125976316452392,1.67120093276332,-2.74841437632136,0,-0.722021660649813,12.2103386809269,NA,3.75847196549599,1.2951601908657,-38.2743362831858,0,0.709421112372304,0,3.59281437125749,NA,-0.720288115246092,0.990099009900992,0.375939849624052,"Hip.","01","SF","Térreo","AFN","SO","Sala","Curitiba"
-0.0235294117647112,-2.39704978488013,0.694980694980699,0.111856823266213,0.171086398631299,-0.325203252032525,-0.229357798165141,-0.0563380281690109,0,1.14068441064639,0,0.189627382193989,0,50,NA,0,0.303951367781159,0,"Hip.","01","SF","Térreo","AFN","O","Dorm. N","Curitiba"
