"seed","storey","area","ratio","height","azimuth","shell_wall","abs_wall","shell_roof","abs_roof","wwr_liv","wwr_dorm","u_window","shgc","open_factor","blind","balcony","facade","mirror","epw","targ"
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,1,0.80026953125,4,0.43220703125,0.48887890625,0.78747265625,5.037134765625,0.3784755859375,0.908349609375,0,0.700078125,2,0,352,58.4265601217656
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.68631640625,4,0.43220703125,0.48887890625,0.78747265625,5.037134765625,0.3784755859375,0.908349609375,0,0.700078125,2,0,352,58.398401826484
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.67443359375,0.48887890625,0.78747265625,5.037134765625,0.3784755859375,0.908349609375,0,0.700078125,2,0,352,57.5829528158295
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.30241015625,0.78747265625,5.037134765625,0.3784755859375,0.908349609375,0,0.700078125,2,0,352,58.1335616438356
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.48887890625,0.49344921875,5.037134765625,0.3784755859375,0.908349609375,0,0.700078125,2,0,352,57.2926179604262
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.48887890625,0.78747265625,3.267001953125,0.3784755859375,0.908349609375,0,0.700078125,2,0,352,59.6906392694064
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.48887890625,0.78747265625,5.037134765625,0.5309716796875,0.908349609375,0,0.700078125,2,0,352,58.6369863013699
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.48887890625,0.78747265625,5.037134765625,0.3784755859375,0.653681640625,0,0.700078125,2,0,352,57.5247336377473
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.48887890625,0.78747265625,5.037134765625,0.3784755859375,0.908349609375,1,0.700078125,2,0,352,60.7062404870624
3,3,149.130859375,1.775205078125,3.45017578125,76.61953125,2,0.80026953125,4,0.43220703125,0.48887890625,0.78747265625,5.037134765625,0.3784755859375,0.908349609375,0,0,2,0,352,59.0281582952816
